"Title"	"docking score"	"MMGBSA dG Bind"
"ZINC000014166505"	-10.447	-76.224
"ZINC000022626275"	-10.395	-76.196
"ZINC000021942675"	-10.154	-76.182
"ZINC000257255596"	-10.404	-76.169
"ZINC000012224977"	-10.045	-76.167
"ZINC000035289340"	-10.280	-76.161
"ZINC000022626863"	-10.363	-76.136
"ZINC000042379829"	-10.009	-76.127
"ZINC000008637026"	-10.762	-76.106
"ZINC000408997685"	-10.565	-76.103
"ZINC000022997901"	-10.631	-76.095
"ZINC000009471617"	-11.046	-76.085
"ZINC000012371594"	-10.038	-76.083
"ZINC000101867325"	-10.160	-76.082
"ZINC000096194186"	-10.022	-76.073
"ZINC000020508850"	-10.368	-76.055
"ZINC001776111840"	-10.453	-75.995
"ZINC000224375976"	-10.961	-75.989
"ZINC000008476704"	-10.368	-75.988
"ZINC000012079540"	-10.408	-75.966
"ZINC000019897781"	-10.279	-75.935
"ZINC000035290157"	-10.071	-75.931
"ZINC000001355282"	-10.375	-75.916
"ZINC000013943623"	-10.098	-75.916
"ZINC000028237202"	-10.462	-75.916
"ZINC000102528542"	-10.241	-75.916
"ZINC000001576680"	-10.380	-75.906
"ZINC000222733775"	-10.800	-75.905
"ZINC000059138784"	-10.272	-75.904
"ZINC000257259652"	-10.091	-75.877
"ZINC000021655230"	-10.449	-75.865
"ZINC000409341575"	-10.031	-75.862
"ZINC000100477076"	-10.270	-75.859
"ZINC000038839707"	-10.223	-75.848
"ZINC000019759420"	-10.277	-75.843
"ZINC000022909038"	-10.213	-75.841
"ZINC000012341892"	-10.446	-75.816
"ZINC000008047565"	-11.069	-75.807
"ZINC000101287950"	-10.098	-75.803
"ZINC000059474503"	-10.603	-75.797
"ZINC000072335982"	-10.675	-75.796
"ZINC000001324896"	-10.520	-75.795
"ZINC000102931742"	-10.316	-75.794
"ZINC000012553181"	-10.886	-75.787
"ZINC000009310685"	-10.205	-75.782
"ZINC000022998323"	-10.306	-75.781
"ZINC000016525654"	-10.041	-75.774
"ZINC000009057301"	-10.008	-75.751
"ZINC000022853449"	-10.053	-75.737
"ZINC000012462075"	-10.784	-75.734
"ZINC000256027853"	-10.065	-75.734
"ZINC000001376974"	-10.288	-75.727
"ZINC000017093630"	-10.018	-75.723
"ZINC000009414955"	-10.041	-75.704
"ZINC000000953975"	-10.231	-75.701
"ZINC000019236888"	-10.385	-75.701
"ZINC000067216221"	-10.563	-75.698
"ZINC000021939436"	-10.317	-75.692
"ZINC000020900099"	-10.021	-75.667
"ZINC000009218708"	-10.228	-75.667
"ZINC000016844378"	-10.371	-75.665
"ZINC000001334825"	-10.036	-75.661
"ZINC000006107724"	-10.031	-75.645
"ZINC000408640781"	-11.027	-75.635
"ZINC000006301528"	-10.038	-75.629
"ZINC000003150568"	-10.292	-75.622
"ZINC000019743900"	-10.001	-75.605
"ZINC000020363420"	-10.044	-75.603
"ZINC000020130254"	-10.361	-75.590
"ZINC000247824345"	-10.236	-75.587
"ZINC000023157417"	-11.211	-75.586
"ZINC000032952152"	-10.203	-75.583
"ZINC000001333918"	-10.488	-75.577
"ZINC000003357782"	-10.316	-75.574
"ZINC000100727917"	-10.197	-75.563
"ZINC000072371944"	-10.676	-75.547
"ZINC000020579576"	-10.346	-75.547
"ZINC000067208082"	-10.029	-75.531
"ZINC000012637255"	-10.672	-75.529
"ZINC000020308142"	-10.025	-75.529
"ZINC000028535424"	-10.295	-75.527
"ZINC000020715418"	-10.520	-75.514
"ZINC000102864850"	-10.379	-75.507
"ZINC000004578141"	-10.216	-75.505
"ZINC000095726700"	-10.296	-75.489
"ZINC000009192848"	-10.436	-75.487
"ZINC000009575460"	-10.372	-75.484
"ZINC000001218984"	-10.114	-75.483
"ZINC000000875812"	-10.085	-75.482
"ZINC000021727378"	-10.049	-75.457
"ZINC000014704908"	-11.128	-75.457
"ZINC000008657325"	-10.833	-75.447
"ZINC000001334677"	-10.877	-75.421
"ZINC000067258405"	-10.045	-75.415
"ZINC000096194230"	-10.237	-75.404
"ZINC000022626378"	-10.397	-75.403
"ZINC000022358693"	-10.270	-75.391
"ZINC000100706837"	-10.477	-75.384
"ZINC000102712925"	-10.409	-75.380
"ZINC000044854397"	-10.171	-75.379
"ZINC000008643193"	-10.527	-75.378
"ZINC000005490246"	-10.176	-75.362
"ZINC000008431537"	-10.877	-75.358
"ZINC000009912405"	-10.298	-75.350
"ZINC000012783072"	-10.047	-75.332
"ZINC000012771526"	-11.120	-75.328
"ZINC000006294994"	-10.391	-75.328
"ZINC000014996874"	-10.113	-75.327
"ZINC000002704093"	-10.204	-75.324
"ZINC000004033498"	-10.353	-75.323
"ZINC000215422344"	-10.638	-75.310
"ZINC000102712319"	-10.087	-75.306
"ZINC000039942919"	-10.137	-75.299
"ZINC000102495927"	-10.081	-75.292
"ZINC000022459062"	-10.136	-75.292
"ZINC000009464522"	-10.044	-75.286
"ZINC000022997770"	-10.502	-75.279
"ZINC000257216107"	-10.479	-75.265
"ZINC000067239082"	-10.627	-75.262
"ZINC000035380125"	-10.736	-75.249
"ZINC000067218777"	-10.362	-75.245
"ZINC000041076356"	-10.244	-75.244
"ZINC000011693861"	-10.553	-75.241
"ZINC000000639468"	-10.127	-75.229
"ZINC000035399108"	-10.532	-75.227
"ZINC000008718639"	-10.402	-75.226
"ZINC000102609837"	-10.255	-75.222
"ZINC000059105954"	-10.543	-75.219
"ZINC000008836789"	-10.725	-75.210
"ZINC000004164633"	-10.063	-75.196
"ZINC000014155751"	-10.431	-75.195
"ZINC000222611257"	-10.052	-75.189
"ZINC000000796047"	-10.681	-75.175
"ZINC000003438212"	-10.427	-75.175
"ZINC000001061074"	-10.706	-75.171
"ZINC000012414513"	-10.215	-75.155
"ZINC000102482453"	-10.028	-75.152
"ZINC000524731495"	-10.261	-75.138
"ZINC000032980989"	-10.697	-75.128
"ZINC000016689901"	-10.262	-75.107
"ZINC000102550028"	-10.111	-75.102
"ZINC000102489455"	-10.658	-75.099
"ZINC000032622071"	-10.009	-75.087
"ZINC000020743868"	-10.092	-75.069
"ZINC000040398848"	-10.943	-75.063
"ZINC000035844183"	-10.202	-75.062
"ZINC000010325141"	-10.286	-75.056
"ZINC000002621695"	-10.368	-75.055
"ZINC000001131024"	-10.216	-75.047
"ZINC000016020093"	-10.253	-75.043
"ZINC000019744518"	-10.071	-75.036
"ZINC000224329480"	-10.030	-75.032
"ZINC000223612256"	-10.178	-75.025
"ZINC000952870304"	-10.296	-75.013
"ZINC000008900806"	-10.843	-75.002
"ZINC000019715744"	-10.088	-74.999
"ZINC000008977492"	-10.434	-74.993
"ZINC000001359663"	-10.011	-74.993
"ZINC000008484531"	-10.461	-74.987
"ZINC000004164435"	-10.218	-74.987
"ZINC000020327950"	-10.170	-74.985
"ZINC000008810896"	-10.367	-74.980
"ZINC000022854824"	-10.801	-74.973
"ZINC000008965845"	-11.516	-74.971
"ZINC000102885611"	-10.608	-74.970
"ZINC000002859139"	-10.006	-74.970
"ZINC000009007884"	-10.918	-74.955
"ZINC000408763430"	-10.185	-74.954
"ZINC000019738993"	-10.594	-74.941
"ZINC000100361625"	-10.357	-74.937
"ZINC000022609399"	-10.055	-74.937
"ZINC000006919763"	-11.210	-74.935
"ZINC000005316816"	-10.648	-74.922
"ZINC000000807965"	-10.213	-74.917
"ZINC000035993207"	-10.125	-74.913
"ZINC000224911966"	-10.134	-74.912
"ZINC000002454007"	-10.005	-74.910
"ZINC000408548214"	-10.099	-74.907
"ZINC000004092164"	-10.393	-74.903
"ZINC000225549621"	-10.055	-74.900
"ZINC000067218261"	-10.903	-74.894
"ZINC000091323626"	-10.038	-74.878
"ZINC000014731152"	-10.330	-74.872
"ZINC000096154969"	-10.597	-74.866
"ZINC000032868680"	-10.229	-74.865
"ZINC000012781407"	-10.173	-74.863
"ZINC000009110420"	-11.122	-74.861
"ZINC000299771919"	-11.203	-74.849
"ZINC000037385260"	-10.472	-74.839
"ZINC000096118601"	-10.639	-74.833
"ZINC000022609574"	-10.918	-74.831
"ZINC000023157533"	-10.347	-74.827
"ZINC000226768847"	-10.701	-74.826
"ZINC000067208085"	-10.218	-74.825
"ZINC000253398458"	-10.025	-74.817
"ZINC000022627393"	-10.463	-74.814
"ZINC000004492979"	-10.489	-74.809
"ZINC000009892387"	-10.637	-74.799
"ZINC000253473585"	-10.078	-74.799
"ZINC000008817002"	-10.570	-74.794
"ZINC000022626915"	-10.559	-74.766
"ZINC000214641078"	-10.445	-74.745
"ZINC000257329191"	-10.631	-74.744
"ZINC000001057916"	-10.120	-74.736
"ZINC000019452374"	-10.032	-74.735
"ZINC000009265175"	-10.209	-74.733
"ZINC000072223920"	-10.130	-74.732
"ZINC000008965295"	-10.131	-74.727
"ZINC000000850863"	-10.021	-74.717
"ZINC000001328406"	-10.703	-74.706
"ZINC000003425953"	-10.487	-74.693
"ZINC000009339451"	-10.549	-74.687
"ZINC000019818898"	-10.367	-74.684
"ZINC000040115306"	-10.222	-74.678
"ZINC000006177172"	-10.051	-74.673
"ZINC000007920994"	-10.089	-74.661
"ZINC000169754407"	-10.850	-74.656
"ZINC000002976403"	-10.369	-74.652
"ZINC000019907748"	-10.935	-74.646
"ZINC000096154903"	-10.720	-74.643
"ZINC000000794058"	-10.540	-74.639
"ZINC000101287542"	-10.380	-74.637
"ZINC000009264893"	-10.350	-74.623
"ZINC000102798036"	-10.109	-74.611
"ZINC000020308758"	-10.135	-74.597
"ZINC000001362540"	-10.114	-74.574
"ZINC000012379771"	-10.361	-74.574
"ZINC000012201268"	-10.049	-74.572
"ZINC000032125282"	-10.306	-74.564
"ZINC000009335426"	-10.323	-74.561
"ZINC000008723612"	-11.552	-74.556
"ZINC000030721895"	-10.362	-74.553
"ZINC000022854596"	-10.126	-74.547
"ZINC000001038373"	-10.145	-74.539
"ZINC000409409612"	-10.211	-74.525
"ZINC000102857610"	-10.421	-74.507
"ZINC000021942635"	-10.196	-74.505
"ZINC000022627000"	-10.317	-74.487
"ZINC000002639672"	-11.205	-74.483
"ZINC000102797660"	-10.127	-74.481
"ZINC000009240424"	-10.044	-74.468
"ZINC000000934126"	-10.075	-74.464
"ZINC000013004032"	-10.316	-74.463
"ZINC000019751443"	-10.859	-74.462
"ZINC000095377282"	-10.060	-74.449
"ZINC000253412328"	-10.098	-74.445
"ZINC000216952280"	-10.402	-74.444
"ZINC000000328038"	-10.126	-74.444
"ZINC000018197273"	-10.373	-74.441
"ZINC000019741818"	-10.270	-74.436
"ZINC000004800526"	-10.026	-74.428
"ZINC001775971008"	-10.412	-74.417
"ZINC000012879586"	-10.369	-74.417
"ZINC000067218471"	-10.626	-74.417
"ZINC000009265403"	-10.082	-74.414
"ZINC000020080244"	-10.267	-74.404
"ZINC000003430789"	-10.122	-74.399
"ZINC000022855074"	-10.604	-74.398
"ZINC000408597611"	-10.199	-74.372
"ZINC000012048788"	-10.334	-74.345
"ZINC000225549232"	-10.966	-74.330
"ZINC000015823702"	-10.610	-74.320
"ZINC000019743888"	-10.897	-74.314
"ZINC000019757568"	-10.270	-74.309
"ZINC000020450468"	-10.852	-74.291
"ZINC001560408779"	-10.630	-74.282
"ZINC000024202273"	-11.466	-74.281
"ZINC000022358826"	-10.093	-74.278
"ZINC000227143324"	-10.294	-74.272
"ZINC000023126718"	-10.024	-74.268
"ZINC000014153608"	-10.009	-74.259
"ZINC000409218959"	-10.239	-74.256
"ZINC000096114055"	-10.494	-74.235
"ZINC000009579872"	-10.430	-74.232
"ZINC000408997538"	-10.366	-74.222
"ZINC000013083270"	-10.249	-74.222
"ZINC000001324406"	-10.328	-74.201
"ZINC000022031256"	-10.432	-74.199
"ZINC000009840966"	-10.483	-74.184
"ZINC000001135333"	-10.281	-74.175
"ZINC000019744501"	-10.435	-74.168
"ZINC000072326130"	-10.010	-74.158
"ZINC000003521729"	-10.240	-74.139
"ZINC000019614999"	-10.253	-74.133
"ZINC000020445837"	-10.366	-74.121
"ZINC000004661143"	-10.112	-74.118
"ZINC000000612789"	-10.246	-74.108
"ZINC000056949797"	-10.253	-74.091
"ZINC000409139521"	-10.062	-74.084
"ZINC000012553730"	-10.209	-74.073
"ZINC000021663775"	-10.516	-74.068
"ZINC000408650308"	-10.107	-74.054
"ZINC000020724284"	-10.495	-74.042
"ZINC000009528925"	-10.195	-74.042
"ZINC000226768615"	-10.716	-74.026
"ZINC000408556542"	-10.256	-74.017
"ZINC000408963768"	-10.474	-74.009
"ZINC000095101227"	-10.096	-74.006
"ZINC000104915715"	-10.471	-73.997
"ZINC000033175329"	-11.102	-73.988
"ZINC000008952068"	-10.172	-73.968
"ZINC000009519735"	-10.573	-73.961
"ZINC000008904385"	-10.541	-73.957
"ZINC000012442590"	-10.502	-73.956
"ZINC000001036499"	-10.101	-73.939
"ZINC000016733632"	-10.336	-73.935
"ZINC000008758962"	-10.112	-73.933
"ZINC000002441829"	-10.397	-73.922
"ZINC000001376840"	-10.506	-73.921
"ZINC000002803028"	-10.110	-73.919
"ZINC000091770265"	-10.027	-73.913
"ZINC000023338558"	-10.183	-73.910
"ZINC000009755735"	-10.226	-73.909
"ZINC000003492699"	-10.042	-73.908
"ZINC000021727121"	-10.427	-73.900
"ZINC000102540713"	-10.021	-73.895
"ZINC000002433884"	-10.352	-73.893
"ZINC000019743732"	-10.879	-73.889
"ZINC000033705714"	-10.411	-73.888
"ZINC000012973601"	-11.497	-73.882
"ZINC000000907148"	-10.166	-73.869
"ZINC000067209277"	-10.807	-73.864
"ZINC000016839072"	-11.438	-73.864
"ZINC000096154798"	-11.209	-73.860
"ZINC000006507150"	-10.388	-73.858
"ZINC000008834750"	-10.116	-73.855
"ZINC000257237867"	-10.058	-73.848
"ZINC000032964435"	-10.283	-73.828
"ZINC000012447425"	-10.274	-73.828
"ZINC000102876269"	-10.005	-73.827
"ZINC000408692932"	-10.084	-73.826
"ZINC000102495550"	-10.137	-73.819
"ZINC000022610113"	-10.334	-73.784
"ZINC000408852277"	-10.610	-73.783
"ZINC000019897796"	-10.243	-73.777
"ZINC000224982626"	-10.352	-73.775
"ZINC000009265183"	-10.156	-73.772
"ZINC000021374782"	-10.005	-73.749
"ZINC000022458776"	-10.200	-73.733
"ZINC000040396506"	-10.559	-73.727
"ZINC000001224591"	-10.073	-73.725
"ZINC000009409562"	-10.576	-73.720
"ZINC000023641894"	-10.653	-73.715
"ZINC000014977970"	-10.055	-73.713
"ZINC000257260977"	-10.133	-73.708
"ZINC000022853091"	-10.292	-73.692
"ZINC000226361911"	-10.183	-73.688
"ZINC000000955213"	-10.660	-73.671
"ZINC000095354829"	-10.745	-73.664
"ZINC000036707343"	-10.286	-73.656
"ZINC000022627390"	-10.248	-73.652
"ZINC000023157329"	-10.277	-73.642
"ZINC000013083323"	-10.044	-73.635
"ZINC000102540681"	-10.210	-73.612
"ZINC000016690240"	-10.141	-73.601
"ZINC000101294439"	-10.655	-73.598
"ZINC000009012327"	-10.118	-73.595
"ZINC000102368676"	-10.298	-73.593
"ZINC000016838849"	-10.780	-73.588
"ZINC000001181045"	-10.050	-73.587
"ZINC000020851301"	-10.324	-73.586
"ZINC000101021923"	-10.248	-73.585
"ZINC000003304259"	-10.148	-73.580
"ZINC000004164589"	-10.221	-73.579
"ZINC000007545504"	-10.550	-73.575
"ZINC000224821254"	-10.227	-73.568
"ZINC000306128366"	-10.508	-73.567
"ZINC000020308079"	-10.341	-73.565
"ZINC000102509946"	-11.221	-73.523
"ZINC000009519390"	-10.263	-73.520
"ZINC000011768294"	-10.010	-73.517
"ZINC000021942641"	-10.244	-73.516
"ZINC000013083155"	-10.189	-73.504
"ZINC000022668419"	-10.153	-73.487
"ZINC000002409674"	-10.190	-73.484
"ZINC000016839152"	-10.816	-73.475
"ZINC000224489147"	-10.033	-73.473
"ZINC000102879369"	-10.048	-73.471
"ZINC000226768109"	-10.007	-73.460
"ZINC001775969642"	-10.247	-73.450
"ZINC000009067211"	-10.316	-73.449
"ZINC000067209301"	-10.094	-73.446
"ZINC000102542319"	-10.057	-73.442
"ZINC000102492090"	-10.019	-73.430
"ZINC000024148130"	-10.117	-73.428
"ZINC000023158083"	-10.168	-73.425
"ZINC000426478286"	-10.393	-73.410
"ZINC000244723826"	-10.502	-73.397
"ZINC000409347009"	-10.232	-73.378
"ZINC000257230160"	-10.139	-73.374
"ZINC000008902268"	-10.427	-73.370
"ZINC000017784215"	-10.359	-73.367
"ZINC000257267576"	-10.353	-73.364
"ZINC000019087718"	-10.063	-73.363
"ZINC000100485804"	-10.255	-73.361
"ZINC000226366252"	-10.095	-73.356
"ZINC000102587405"	-10.510	-73.356
"ZINC000102875496"	-10.232	-73.354
"ZINC000009650304"	-10.733	-73.341
"ZINC000028515255"	-10.822	-73.341
"ZINC000009153733"	-10.088	-73.336
"ZINC000001376843"	-10.649	-73.326
"ZINC000102932525"	-10.589	-73.324
"ZINC000022998585"	-10.215	-73.293
"ZINC000257284342"	-10.464	-73.287
"ZINC000015072447"	-10.086	-73.278
"ZINC000016849560"	-12.031	-73.276
"ZINC000012360372"	-10.061	-73.273
"ZINC000952973793"	-10.767	-73.271
"ZINC000257236223"	-10.548	-73.268
"ZINC000001172565"	-10.640	-73.262
"ZINC000014058043"	-10.122	-73.259
"ZINC000022997761"	-10.361	-73.257
"ZINC000023157778"	-10.014	-73.248
"ZINC000002861931"	-10.350	-73.241
"ZINC000067316809"	-10.365	-73.224
"ZINC000012338114"	-10.814	-73.215
"ZINC000003478158"	-10.979	-73.213
"ZINC000096266714"	-10.417	-73.209
"ZINC000008657318"	-10.142	-73.209
"ZINC000102495880"	-10.544	-73.200
"ZINC000023173374"	-10.172	-73.191
"ZINC000008977301"	-10.670	-73.189
"ZINC000012462073"	-10.277	-73.189
"ZINC000222673991"	-11.360	-73.186
"ZINC000040049925"	-10.310	-73.176
"ZINC000102928994"	-10.146	-73.174
"ZINC000211521797"	-10.009	-73.172
"ZINC000102862359"	-10.218	-73.169
"ZINC001776111696"	-10.549	-73.162
"ZINC000299792109"	-10.197	-73.162
"ZINC000096166375"	-10.076	-73.159
"ZINC000022627089"	-10.171	-73.154
"ZINC000002639673"	-11.184	-73.149
"ZINC000409148456"	-10.200	-73.127
"ZINC000102929215"	-10.366	-73.116
"ZINC000008387060"	-10.098	-73.112
"ZINC000408534657"	-10.207	-73.104
"ZINC000012928435"	-10.179	-73.094
"ZINC000408987081"	-10.767	-73.084
"ZINC000012242940"	-10.220	-73.079
"ZINC000032615580"	-10.076	-73.063
"ZINC000020202523"	-10.058	-73.063
"ZINC000101018161"	-10.047	-73.058
"ZINC000224232528"	-10.239	-73.057
"ZINC000408568537"	-11.204	-73.055
"ZINC000016849555"	-12.013	-73.053
"ZINC000006811961"	-10.795	-73.039
"ZINC000009037164"	-10.262	-73.031
"ZINC000001165407"	-10.014	-73.029
"ZINC000257325508"	-10.243	-73.023
"ZINC000102543544"	-10.317	-73.023
"ZINC000072341319"	-10.232	-73.020
"ZINC000013721221"	-10.191	-73.018
"ZINC000008684484"	-10.440	-73.015
"ZINC000306143784"	-10.356	-73.009
"ZINC000098211432"	-10.620	-72.996
"ZINC000020481601"	-10.510	-72.995
"ZINC000001388949"	-10.040	-72.986
"ZINC000224160928"	-11.148	-72.984
"ZINC000261365498"	-10.210	-72.981
"ZINC000001324966"	-10.681	-72.976
"ZINC000013042525"	-10.265	-72.967
"ZINC000102537157"	-10.493	-72.952
"ZINC000227725745"	-10.204	-72.950
"ZINC000026770586"	-10.002	-72.926
"ZINC000015961746"	-11.609	-72.921
"ZINC000001114229"	-10.058	-72.920
"ZINC000022909043"	-10.166	-72.913
"ZINC000104827729"	-10.362	-72.906
"ZINC000102522977"	-10.545	-72.898
"ZINC000107963767"	-10.209	-72.888
"ZINC000031923891"	-10.155	-72.886
"ZINC000226768710"	-10.562	-72.868
"ZINC000021785008"	-10.064	-72.868
"ZINC000003000161"	-10.155	-72.864
"ZINC000009466913"	-10.008	-72.856
"ZINC000033740085"	-10.701	-72.844
"ZINC000252679252"	-10.701	-72.844
"ZINC000001111613"	-11.162	-72.829
"ZINC000409216062"	-10.394	-72.823
"ZINC000102932658"	-10.166	-72.823
"ZINC000004248181"	-10.130	-72.809
"ZINC000065381934"	-10.416	-72.806
"ZINC000005482744"	-10.074	-72.805
"ZINC000014882768"	-10.263	-72.791
"ZINC000009196925"	-10.346	-72.788
"ZINC000001196235"	-10.461	-72.785
"ZINC000048262632"	-10.011	-72.781
"ZINC000058568533"	-10.076	-72.776
"ZINC000253623945"	-10.514	-72.763
"ZINC000024514151"	-10.246	-72.758
"ZINC000006529984"	-10.127	-72.755
"ZINC000206899950"	-10.504	-72.747
"ZINC000104168440"	-10.542	-72.739
"ZINC000011935748"	-10.165	-72.738
"ZINC000000625237"	-10.398	-72.737
"ZINC000102710707"	-10.010	-72.725
"ZINC000095480597"	-10.818	-72.708
"ZINC000019695783"	-10.038	-72.704
"ZINC000102930468"	-10.021	-72.701
"ZINC000015669363"	-10.057	-72.693
"ZINC000224224826"	-10.491	-72.690
"ZINC000012941804"	-10.060	-72.689
"ZINC000011689605"	-10.067	-72.684
"ZINC000008899103"	-10.484	-72.676
"ZINC000021936243"	-10.159	-72.676
"ZINC000057487293"	-10.715	-72.674
"ZINC000057891846"	-10.087	-72.670
"ZINC000103018994"	-10.362	-72.663
"ZINC000016690047"	-10.042	-72.661
"ZINC000029871943"	-10.026	-72.658
"ZINC000100138451"	-10.442	-72.638
"ZINC000025288407"	-10.139	-72.624
"ZINC001800414172"	-10.036	-72.623
"ZINC000020308069"	-10.171	-72.609
"ZINC000102864321"	-10.205	-72.605
"ZINC000002761820"	-10.253	-72.605
"ZINC000028292290"	-10.370	-72.602
"ZINC000113971174"	-10.091	-72.592
"ZINC000001438893"	-10.357	-72.591
"ZINC000012775060"	-10.202	-72.591
"ZINC000023157500"	-10.251	-72.588
"ZINC000257318355"	-10.060	-72.585
"ZINC000004076633"	-10.176	-72.563
"ZINC000000778001"	-10.007	-72.559
"ZINC000020516289"	-10.108	-72.555
"ZINC000409143623"	-10.366	-72.554
"ZINC000009633413"	-10.387	-72.551
"ZINC000102859560"	-10.469	-72.547
"ZINC000098211492"	-10.911	-72.545
"ZINC000019766059"	-10.293	-72.528
"ZINC000002964631"	-10.289	-72.520
"ZINC000019879852"	-10.584	-72.519
"ZINC001775974581"	-10.541	-72.517
"ZINC000019116986"	-10.033	-72.506
"ZINC000019690370"	-10.022	-72.503
"ZINC000299757616"	-10.792	-72.497
"ZINC000001324623"	-10.064	-72.496
"ZINC000009650305"	-10.471	-72.482
"ZINC000020775911"	-10.147	-72.480
"ZINC000009445594"	-10.339	-72.478
"ZINC000006670238"	-10.157	-72.457
"ZINC000003614159"	-10.060	-72.448
"ZINC000257334036"	-10.780	-72.446
"ZINC000056907934"	-10.461	-72.440
"ZINC000409411874"	-10.672	-72.424
"ZINC000012601031"	-10.173	-72.422
"ZINC000017088587"	-10.415	-72.403
"ZINC000032615617"	-10.225	-72.402
"ZINC000004164511"	-10.052	-72.390
"ZINC000067240961"	-10.200	-72.382
"ZINC000013742590"	-10.207	-72.374
"ZINC000021942608"	-10.180	-72.358
"ZINC000003007673"	-10.244	-72.357
"ZINC000012149796"	-11.265	-72.352
"ZINC000101287958"	-10.010	-72.352
"ZINC000102377735"	-10.350	-72.350
"ZINC000002971806"	-10.092	-72.347
"ZINC000011055688"	-10.658	-72.347
"ZINC000102621887"	-10.332	-72.344
"ZINC000000755315"	-10.032	-72.335
"ZINC000013607685"	-10.538	-72.331
"ZINC000003421217"	-10.077	-72.329
"ZINC000009072736"	-10.285	-72.312
"ZINC000102862778"	-10.299	-72.311
"ZINC000102492929"	-10.279	-72.304
"ZINC000257329437"	-10.809	-72.296
"ZINC000263587964"	-10.005	-72.274
"ZINC000009373027"	-10.637	-72.255
"ZINC000020592261"	-10.681	-72.247
"ZINC000257281337"	-10.041	-72.242
"ZINC000101020536"	-10.387	-72.242
"ZINC000005483476"	-10.174	-72.237
"ZINC000334163087"	-10.239	-72.234
"ZINC000013114667"	-10.376	-72.233
"ZINC000102864227"	-10.151	-72.231
"ZINC000022627474"	-10.789	-72.222
"ZINC000002493339"	-10.203	-72.221
"ZINC000102369204"	-10.654	-72.191
"ZINC000408620789"	-10.139	-72.185
"ZINC000002867525"	-10.636	-72.183
"ZINC000100138382"	-10.129	-72.167
"ZINC000020325215"	-10.308	-72.165
"ZINC000017011174"	-10.168	-72.164
"ZINC000019564463"	-10.003	-72.159
"ZINC000888089442"	-10.040	-72.158
"ZINC000067473180"	-10.509	-72.157
"ZINC000057222679"	-10.706	-72.154
"ZINC000009170825"	-10.583	-72.141
"ZINC000226769319"	-10.332	-72.126
"ZINC000005732776"	-11.092	-72.124
"ZINC000020723054"	-10.238	-72.121
"ZINC000008977290"	-10.754	-72.117
"ZINC000408700916"	-10.469	-72.116
"ZINC000012242595"	-12.383	-72.114
"ZINC000017200900"	-10.201	-72.104
"ZINC000000675540"	-10.014	-72.099
"ZINC000102882633"	-10.166	-72.099
"ZINC000040050522"	-10.233	-72.092
"ZINC000102533249"	-10.615	-72.086
"ZINC000021942660"	-10.052	-72.082
"ZINC000022836460"	-10.436	-72.063
"ZINC000096266878"	-10.640	-72.062
"ZINC000252479206"	-10.160	-72.057
"ZINC000138361877"	-10.068	-72.054
"ZINC000022276828"	-10.027	-72.051
"ZINC000065363658"	-10.073	-72.050
"ZINC000102498509"	-10.647	-72.043
"ZINC000022627553"	-10.514	-72.037
"ZINC000408764652"	-10.528	-72.008
"ZINC000023157350"	-10.197	-71.997
"ZINC000009994439"	-10.115	-71.995
"ZINC000008922435"	-10.291	-71.990
"ZINC000426405741"	-10.187	-71.986
"ZINC000005504113"	-10.065	-71.984
"ZINC000059936087"	-10.282	-71.974
"ZINC000009914291"	-10.028	-71.959
"ZINC000019401797"	-10.580	-71.953
"ZINC000032127236"	-10.223	-71.947
"ZINC000015557596"	-10.051	-71.943
"ZINC000014951029"	-10.004	-71.940
"ZINC000001425806"	-10.437	-71.911
"ZINC000008977482"	-10.700	-71.905
"ZINC000009217680"	-10.472	-71.893
"ZINC000102493101"	-11.001	-71.889
"ZINC000022609619"	-10.203	-71.882
"ZINC000012823936"	-10.108	-71.875
"ZINC000102929596"	-10.595	-71.871
"ZINC000102484447"	-10.360	-71.867
"ZINC000022627371"	-10.383	-71.858
"ZINC000102495326"	-10.195	-71.858
"ZINC000001039376"	-10.236	-71.846
"ZINC000003959562"	-10.105	-71.843
"ZINC000009209795"	-10.015	-71.813
"ZINC000019376502"	-10.157	-71.812
"ZINC000252508087"	-10.413	-71.804
"ZINC000102506250"	-10.235	-71.791
"ZINC000009574138"	-10.904	-71.783
"ZINC000016791042"	-10.680	-71.772
"ZINC000020308794"	-10.508	-71.771
"ZINC000000645836"	-10.832	-71.769
"ZINC000009239290"	-10.347	-71.756
"ZINC000409382964"	-10.520	-71.753
"ZINC000000914558"	-10.248	-71.743
"ZINC000102716511"	-10.079	-71.738
"ZINC000002046792"	-10.469	-71.725
"ZINC000227143191"	-10.098	-71.718
"ZINC000023108705"	-10.696	-71.716
"ZINC000222583868"	-10.495	-71.713
"ZINC000224258306"	-10.153	-71.706
"ZINC000019743776"	-10.092	-71.689
"ZINC000012568034"	-10.099	-71.685
"ZINC000020393001"	-10.220	-71.679
"ZINC000102515238"	-10.234	-71.668
"ZINC000002703948"	-10.030	-71.665
"ZINC000044903596"	-10.053	-71.665
"ZINC000041076357"	-10.315	-71.663
"ZINC000222592175"	-10.114	-71.659
"ZINC000225799561"	-10.025	-71.656
"ZINC000027976804"	-10.080	-71.655
"ZINC000051357449"	-10.967	-71.652
"ZINC000009619977"	-10.220	-71.646
"ZINC000012299021"	-10.129	-71.646
"ZINC000005008267"	-10.238	-71.640
