"Title"	"Pharmacophore-Fit Score"	"docking score"
"ZINC000020622826"	76.200	-10.101
"ZINC000017195478"	65.920	-10.101
"ZINC000104117983"	66.040	-10.101
"ZINC000079473282"	65.840	-10.100
"ZINC000002427056"	65.970	-10.100
"ZINC000004854299"	65.590	-10.100
"ZINC000409294364"	76.040	-10.100
"ZINC001772705211"	66.540	-10.100
"ZINC000426503100"	66.150	-10.100
"ZINC000224617863"	66.150	-10.100
"ZINC000030754854"	65.370	-10.099
"ZINC000067258049"	76.280	-10.099
"ZINC000012767313"	65.290	-10.099
"ZINC000108507486"	66.100	-10.099
"ZINC000035310757"	66.420	-10.098
"ZINC000426389951"	66.610	-10.097
"ZINC000036387107"	66.960	-10.097
"ZINC000000601272"	76.620	-10.097
"ZINC000012302580"	75.860	-10.097
"ZINC000952868845"	66.210	-10.097
"ZINC000216869760"	75.830	-10.097
"ZINC000022855185"	66.030	-10.097
"ZINC000013730932"	65.880	-10.097
"ZINC000009373019"	65.210	-10.096
"ZINC000409240924"	65.010	-10.096
"ZINC000013130924"	66.310	-10.096
"ZINC000014858284"	76.680	-10.096
"ZINC000022024141"	66.320	-10.096
"ZINC000057143196"	66.140	-10.095
"ZINC000100727967"	65.850	-10.095
"ZINC000009158596"	65.410	-10.095
"ZINC000096117782"	66.610	-10.095
"ZINC000952962713"	66.000	-10.095
"ZINC000012336996"	65.860	-10.095
"ZINC000028428040"	65.320	-10.095
"ZINC000056907976"	66.710	-10.094
"ZINC000005448625"	65.570	-10.094
"ZINC000040288480"	65.330	-10.094
"ZINC000012361546"	65.700	-10.094
"ZINC000019744581"	65.870	-10.093
"ZINC000009937118"	76.110	-10.093
"ZINC000102531279"	65.660	-10.093
"ZINC000006802323"	66.280	-10.093
"ZINC000096151508"	66.130	-10.093
"ZINC000408913433"	65.260	-10.092
"ZINC000005093500"	67.100	-10.092
"ZINC000222513079"	65.250	-10.092
"ZINC000008782578"	65.520	-10.092
"ZINC000585170176"	66.160	-10.092
"ZINC000019691573"	65.830	-10.092
"ZINC000008715478"	65.870	-10.091
"ZINC000257325692"	65.760	-10.091
"ZINC000022028047"	66.280	-10.091
"ZINC000000387419"	66.140	-10.091
"ZINC000027745299"	65.820	-10.091
"ZINC000096154903"	66.390	-10.091
"ZINC000042382617"	65.990	-10.091
"ZINC000008964363"	65.680	-10.091
"ZINC000009139278"	64.740	-10.091
"ZINC000019923876"	66.030	-10.091
"ZINC000072353815"	75.950	-10.090
"ZINC000008559877"	66.480	-10.090
"ZINC000012258011"	65.700	-10.090
"ZINC000097217434"	65.910	-10.090
"ZINC000012417674"	65.860	-10.090
"ZINC001506419779"	65.340	-10.090
"ZINC000035588025"	75.400	-10.090
"ZINC000004140763"	66.020	-10.090
"ZINC000055386483"	75.510	-10.090
"ZINC000022513835"	65.730	-10.090
"ZINC000257280883"	67.160	-10.089
"ZINC000604404548"	66.250	-10.089
"ZINC000215394552"	66.060	-10.089
"ZINC000225957217"	66.100	-10.088
"ZINC000100477076"	65.970	-10.088
"ZINC000252527708"	65.740	-10.088
"ZINC000001305699"	65.680	-10.087
"ZINC000036358890"	65.850	-10.087
"ZINC001318730598"	66.010	-10.087
"ZINC000426491375"	66.210	-10.087
"ZINC000024759147"	66.130	-10.087
"ZINC000019717982"	65.820	-10.086
"ZINC000215049004"	65.210	-10.086
"ZINC000426490577"	65.470	-10.086
"ZINC000331863550"	65.720	-10.086
"ZINC000008865064"	66.900	-10.086
"ZINC000013566616"	66.050	-10.086
"ZINC000010187748"	65.710	-10.085
"ZINC000249911465"	65.720	-10.085
"ZINC000225859641"	66.960	-10.085
"ZINC000009783345"	66.420	-10.085
"ZINC000091973790"	65.510	-10.085
"ZINC000013829413"	65.270	-10.085
"ZINC000005235545"	66.110	-10.085
"ZINC000001377005"	65.760	-10.085
"ZINC000018323667"	65.910	-10.085
"ZINC000100138438"	66.010	-10.085
"ZINC000426479157"	66.800	-10.084
"ZINC000017071477"	65.770	-10.084
"ZINC000002493334"	66.580	-10.084
"ZINC000039238284"	66.010	-10.084
"ZINC000222573181"	66.850	-10.083
"ZINC000036360863"	66.360	-10.083
"ZINC000139950159"	66.260	-10.083
"ZINC000036615167"	65.540	-10.083
"ZINC000000920358"	65.670	-10.083
"ZINC000000786513"	65.960	-10.083
"ZINC000225738282"	65.520	-10.083
"ZINC000013142993"	65.820	-10.083
"ZINC000008113255"	65.540	-10.083
"ZINC000095480980"	66.110	-10.083
"ZINC000035992637"	75.920	-10.082
"ZINC000054313277"	66.050	-10.082
"ZINC000001076910"	66.960	-10.082
"ZINC000023157350"	66.070	-10.082
"ZINC000031978805"	66.190	-10.082
"ZINC000095354829"	65.680	-10.082
"ZINC000223514553"	65.550	-10.082
"ZINC000038776529"	65.880	-10.082
"ZINC000001367176"	65.850	-10.081
"ZINC000022627165"	75.890	-10.081
"ZINC000071278865"	65.720	-10.081
"ZINC000274251008"	66.350	-10.081
"ZINC000005093558"	65.950	-10.081
"ZINC000409105912"	75.990	-10.081
"ZINC000020601495"	65.340	-10.080
"ZINC000012927977"	65.310	-10.080
"ZINC000019797099"	76.130	-10.080
"ZINC000007412938"	65.600	-10.080
"ZINC000013099128"	65.870	-10.080
"ZINC000009187485"	66.020	-10.080
"ZINC001772818952"	65.670	-10.079
"ZINC000004593439"	65.260	-10.079
"ZINC000012628649"	66.370	-10.079
"ZINC000009668841"	66.410	-10.079
"ZINC000057485989"	65.970	-10.079
"ZINC000072119316"	64.650	-10.078
"ZINC000003178153"	66.350	-10.077
"ZINC000017071902"	66.710	-10.077
"ZINC000306134363"	76.920	-10.077
"ZINC000067871817"	65.970	-10.077
"ZINC000019117053"	65.380	-10.077
"ZINC000257264691"	65.950	-10.077
"ZINC000012258002"	65.740	-10.076
"ZINC000012161837"	66.450	-10.076
"ZINC000013648639"	66.210	-10.076
"ZINC000409380258"	65.420	-10.076
"ZINC000110082589"	65.620	-10.076
"ZINC001704342451"	66.030	-10.076
"ZINC000000861969"	65.770	-10.075
"ZINC000408560475"	65.270	-10.075
"ZINC000067724153"	66.330	-10.075
"ZINC000007963590"	66.810	-10.075
"ZINC000013612653"	66.050	-10.075
"ZINC000005065201"	64.400	-10.075
"ZINC000013692089"	76.830	-10.075
"ZINC000001390268"	65.320	-10.075
"ZINC000095353401"	67.110	-10.075
"ZINC000013113417"	65.870	-10.075
"ZINC000009048270"	66.310	-10.074
"ZINC000035291954"	64.030	-10.074
"ZINC000000632685"	65.860	-10.074
"ZINC000409354491"	65.700	-10.073
"ZINC000008865074"	67.800	-10.073
"ZINC000067843594"	66.630	-10.073
"ZINC000022627089"	75.660	-10.073
"ZINC000000784042"	66.220	-10.072
"ZINC000002253038"	65.930	-10.072
"ZINC000409000916"	65.910	-10.072
"ZINC000020169323"	66.140	-10.072
"ZINC000009660858"	66.290	-10.072
"ZINC001704307552"	66.060	-10.071
"ZINC000004743240"	66.180	-10.071
"ZINC000170007198"	65.990	-10.071
"ZINC000019564575"	65.890	-10.070
"ZINC000001184081"	65.480	-10.070
"ZINC000004327320"	65.330	-10.070
"ZINC000019744582"	66.080	-10.070
"ZINC000072477967"	66.140	-10.070
"ZINC000012256440"	75.630	-10.070
"ZINC000584889126"	65.230	-10.070
"ZINC000409412514"	65.870	-10.070
"ZINC000017836273"	66.020	-10.070
"ZINC000002401857"	65.600	-10.070
"ZINC000257298184"	65.810	-10.070
"ZINC000078664748"	65.490	-10.069
"ZINC000426479892"	66.830	-10.069
"ZINC000888089442"	65.840	-10.069
"ZINC000023126891"	65.910	-10.069
"ZINC000058683219"	76.880	-10.069
"ZINC000012161791"	65.450	-10.069
"ZINC000524731293"	65.450	-10.069
"ZINC000005313750"	74.330	-10.069
"ZINC000095363139"	65.630	-10.069
"ZINC000019130067"	65.110	-10.068
"ZINC000014165362"	65.510	-10.068
"ZINC000004838562"	66.250	-10.068
"ZINC000007500045"	66.250	-10.068
"ZINC000040051469"	65.540	-10.068
"ZINC000005167575"	66.640	-10.068
"ZINC000225797831"	66.220	-10.068
"ZINC000011753658"	66.250	-10.067
"ZINC000023157533"	65.440	-10.067
"ZINC000055245481"	66.080	-10.067
"ZINC000021942703"	65.990	-10.067
"ZINC000009707407"	65.830	-10.065
"ZINC000100775738"	65.360	-10.065
"ZINC000090610231"	66.910	-10.065
"ZINC000220808318"	66.600	-10.065
"ZINC000001447962"	66.860	-10.064
"ZINC000024007120"	66.410	-10.064
"ZINC000072411345"	66.190	-10.064
"ZINC000001722229"	65.830	-10.064
"ZINC000012569514"	65.650	-10.064
"ZINC000009460979"	65.910	-10.064
"ZINC000035311752"	75.730	-10.064
"ZINC000039335233"	66.610	-10.064
"ZINC000220353519"	65.690	-10.063
"ZINC000009420708"	66.200	-10.063
"ZINC000022888464"	75.880	-10.063
"ZINC000408826210"	65.100	-10.063
"ZINC000096088221"	66.650	-10.063
"ZINC000004555054"	65.990	-10.062
"ZINC000100147053"	75.740	-10.062
"ZINC000066279323"	65.880	-10.061
"ZINC001772700673"	65.420	-10.061
"ZINC000011021507"	65.670	-10.061
"ZINC000020598825"	65.250	-10.060
"ZINC000010157377"	76.370	-10.060
"ZINC000008504269"	64.810	-10.060
"ZINC000002692143"	66.270	-10.060
"ZINC000077470905"	65.220	-10.060
"ZINC000095499974"	65.220	-10.060
"ZINC000019219468"	66.480	-10.059
"ZINC000004087098"	65.400	-10.059
"ZINC000103099056"	65.030	-10.059
"ZINC000031772815"	65.300	-10.058
"ZINC000001367190"	75.910	-10.058
"ZINC000001062052"	67.090	-10.058
"ZINC000003218479"	66.150	-10.058
"ZINC000952967886"	65.990	-10.058
"ZINC000002494779"	66.910	-10.058
"ZINC000059936087"	65.140	-10.058
"ZINC000001218984"	65.730	-10.057
"ZINC000071282537"	65.800	-10.057
"ZINC000101413341"	65.800	-10.057
"ZINC000005006947"	65.910	-10.056
"ZINC000585157925"	66.390	-10.055
"ZINC000064370129"	65.670	-10.054
"ZINC000096193893"	76.000	-10.054
"ZINC000003043508"	66.300	-10.053
"ZINC000222639730"	65.680	-10.053
"ZINC000000861998"	75.880	-10.053
"ZINC000059094194"	66.290	-10.053
"ZINC000013696570"	66.090	-10.053
"ZINC000005203488"	65.500	-10.052
"ZINC000000659182"	65.320	-10.052
"ZINC000001160494"	65.710	-10.051
"ZINC000004556227"	65.410	-10.051
"ZINC000011726679"	66.420	-10.051
"ZINC000041148156"	64.490	-10.051
"ZINC000408553930"	65.580	-10.051
"ZINC000205974465"	66.460	-10.051
"ZINC000408988691"	65.760	-10.050
"ZINC000008783637"	64.190	-10.050
"ZINC000009672752"	65.950	-10.050
"ZINC000008764890"	65.310	-10.050
"ZINC000000308046"	65.190	-10.050
"ZINC000012843737"	64.450	-10.049
"ZINC000015107732"	75.220	-10.049
"ZINC000023157772"	75.960	-10.049
"ZINC000057486398"	66.520	-10.049
"ZINC000952869732"	65.680	-10.049
"ZINC000015858329"	66.050	-10.049
"ZINC000012257985"	65.400	-10.049
"ZINC000018068211"	65.710	-10.049
"ZINC000004667821"	66.110	-10.049
"ZINC000096443757"	65.750	-10.048
"ZINC000005576579"	75.780	-10.048
"ZINC000072170563"	65.780	-10.048
"ZINC000100756014"	67.160	-10.048
"ZINC000253386169"	67.160	-10.048
"ZINC000012411674"	65.880	-10.048
"ZINC000004991696"	65.840	-10.048
"ZINC000585284371"	76.110	-10.048
"ZINC000016846392"	65.760	-10.048
"ZINC000020211196"	65.860	-10.047
"ZINC000012446872"	76.210	-10.047
"ZINC000005208035"	65.670	-10.047
"ZINC000036160967"	67.070	-10.047
"ZINC000111683245"	66.340	-10.047
"ZINC000071746028"	65.600	-10.047
"ZINC000012504569"	66.550	-10.047
"ZINC000585261333"	65.700	-10.046
"ZINC000100723879"	65.550	-10.046
"ZINC000001297351"	74.350	-10.046
"ZINC000017086664"	65.550	-10.046
"ZINC000009530476"	65.760	-10.046
"ZINC000253399992"	65.130	-10.046
"ZINC000015225849"	66.490	-10.046
"ZINC000102799536"	65.550	-10.046
"ZINC000299817205"	77.610	-10.045
"ZINC000226362791"	66.240	-10.045
"ZINC000051329812"	65.540	-10.045
"ZINC000016839150"	65.950	-10.045
"ZINC000011812769"	65.620	-10.045
"ZINC000000928398"	65.510	-10.045
"ZINC000012236334"	65.600	-10.044
"ZINC000069459539"	66.050	-10.044
"ZINC000003885546"	65.930	-10.044
"ZINC000225548875"	64.920	-10.044
"ZINC000015864991"	65.830	-10.044
"ZINC000252489112"	64.130	-10.044
"ZINC000001018400"	66.160	-10.044
"ZINC000019564254"	65.700	-10.044
"ZINC000001234566"	65.640	-10.044
"ZINC000072389775"	65.230	-10.044
"ZINC000072425712"	65.220	-10.044
"ZINC000824858700"	67.470	-10.043
"ZINC000096193539"	65.320	-10.043
"ZINC000001452878"	65.300	-10.043
"ZINC000009829057"	65.520	-10.043
"ZINC000005150782"	66.000	-10.043
"ZINC000013610006"	66.150	-10.043
"ZINC000096135962"	66.130	-10.043
"ZINC000057426512"	65.660	-10.043
"ZINC000072403590"	66.110	-10.042
"ZINC000012539653"	65.340	-10.042
"ZINC000000929777"	85.200	-10.042
"ZINC000012238744"	66.130	-10.042
"ZINC000030870831"	65.430	-10.042
"ZINC000044934286"	65.980	-10.042
"ZINC000009426902"	65.970	-10.042
"ZINC000006719959"	67.440	-10.041
"ZINC000043732598"	65.810	-10.041
"ZINC000101061383"	66.250	-10.041
"ZINC000012336956"	65.920	-10.041
"ZINC000091350652"	66.270	-10.041
"ZINC000019077871"	75.820	-10.040
"ZINC000019522300"	65.520	-10.040
"ZINC000057427896"	66.030	-10.040
"ZINC000001324548"	75.680	-10.040
"ZINC000006789654"	65.380	-10.040
"ZINC000067843597"	66.690	-10.040
"ZINC000101152088"	65.620	-10.039
"ZINC000004003545"	66.610	-10.039
"ZINC000408623366"	65.170	-10.039
"ZINC000009937966"	65.850	-10.039
"ZINC000008608655"	65.870	-10.039
"ZINC000091587389"	66.130	-10.039
"ZINC000027697779"	65.980	-10.038
"ZINC000205949754"	66.290	-10.038
"ZINC000004593474"	66.350	-10.037
"ZINC000100613658"	66.410	-10.037
"ZINC000004848989"	65.480	-10.037
"ZINC000040463080"	65.480	-10.037
"ZINC000007375625"	76.440	-10.037
"ZINC000952872780"	66.520	-10.037
"ZINC000020419386"	75.450	-10.036
"ZINC000004973890"	65.660	-10.036
"ZINC000257272304"	66.100	-10.035
"ZINC000095478204"	66.190	-10.035
"ZINC001547206035"	65.630	-10.035
"ZINC000009504309"	65.510	-10.035
"ZINC000057473202"	66.890	-10.035
"ZINC000019564176"	65.820	-10.035
"ZINC000065363860"	65.400	-10.035
"ZINC000223109990"	65.970	-10.034
"ZINC000021942608"	66.090	-10.034
"ZINC000103222783"	65.210	-10.034
"ZINC000072163196"	75.520	-10.034
"ZINC000299799026"	66.080	-10.034
"ZINC000299766513"	65.860	-10.034
"ZINC000585272070"	65.340	-10.034
"ZINC000004905089"	66.370	-10.034
"ZINC000035316628"	66.270	-10.034
"ZINC000409283936"	76.090	-10.033
"ZINC000012255316"	65.980	-10.033
"ZINC000007946919"	66.220	-10.033
"ZINC000408686173"	65.920	-10.033
"ZINC000013083323"	67.010	-10.033
"ZINC000004772587"	65.490	-10.033
"ZINC000004554889"	66.040	-10.033
"ZINC000000812025"	66.170	-10.033
"ZINC000022465171"	65.870	-10.032
"ZINC000101294022"	65.730	-10.032
"ZINC000071749288"	64.970	-10.032
"ZINC000025090138"	66.180	-10.032
"ZINC000012222164"	66.640	-10.032
"ZINC000004710684"	65.330	-10.032
"ZINC000257298244"	75.870	-10.031
"ZINC000004142727"	66.330	-10.031
"ZINC000008715852"	65.940	-10.031
"ZINC000000809673"	65.360	-10.031
"ZINC000026791797"	66.080	-10.031
"ZINC000225844314"	65.970	-10.031
"ZINC000012653406"	65.660	-10.031
"ZINC000046087018"	66.260	-10.030
"ZINC000020356574"	66.240	-10.030
"ZINC000008589010"	66.320	-10.030
"ZINC000225320618"	65.940	-10.030
"ZINC000012300706"	65.800	-10.030
"ZINC000008569477"	65.820	-10.030
"ZINC000033013195"	65.640	-10.030
"ZINC000044845570"	65.510	-10.029
"ZINC000037342275"	65.360	-10.029
"ZINC000107932069"	65.930	-10.029
"ZINC000015799847"	65.160	-10.029
"ZINC000059109194"	65.410	-10.029
"ZINC000072419224"	65.620	-10.029
"ZINC000077524138"	65.100	-10.029
"ZINC000036640153"	66.230	-10.029
"ZINC000003904566"	65.990	-10.028
"ZINC000072146739"	65.950	-10.028
"ZINC000032615701"	66.400	-10.028
"ZINC000005244027"	66.000	-10.028
"ZINC000225062734"	65.890	-10.028
"ZINC000001591661"	65.320	-10.028
"ZINC000009007884"	65.320	-10.027
"ZINC000004121037"	66.670	-10.027
"ZINC000331589900"	66.090	-10.027
"ZINC000828817621"	66.980	-10.026
"ZINC000065491899"	66.570	-10.026
"ZINC000000663120"	66.680	-10.026
"ZINC000001162508"	64.980	-10.026
"ZINC000005343749"	76.600	-10.026
"ZINC000002618586"	66.860	-10.026
"ZINC000409354051"	65.170	-10.026
"ZINC000057427403"	66.290	-10.025
"ZINC000257336514"	65.720	-10.025
"ZINC000225243095"	65.670	-10.025
"ZINC000004550696"	67.130	-10.024
"ZINC000022768093"	66.760	-10.024
"ZINC000072121761"	75.750	-10.024
"ZINC000038613437"	66.070	-10.024
"ZINC000005089722"	65.310	-10.024
"ZINC000524732802"	65.620	-10.023
"ZINC000095479865"	65.510	-10.023
"ZINC000216952280"	67.190	-10.023
"ZINC000071283910"	65.890	-10.023
"ZINC000000915133"	65.510	-10.023
"ZINC000257267382"	65.170	-10.023
"ZINC000024687339"	65.210	-10.023
"ZINC000257311494"	76.350	-10.023
"ZINC000017178577"	65.520	-10.022
"ZINC000023158289"	65.770	-10.022
"ZINC000023157941"	66.400	-10.022
"ZINC000257232690"	65.540	-10.022
"ZINC000000949956"	66.300	-10.022
"ZINC000005395269"	75.480	-10.021
"ZINC000001238932"	74.040	-10.021
"ZINC000257235327"	65.680	-10.021
"ZINC000002796296"	66.100	-10.021
"ZINC000020814170"	65.790	-10.021
"ZINC000085559218"	65.600	-10.021
"ZINC000005685264"	65.690	-10.021
"ZINC000009049594"	65.950	-10.021
"ZINC000626512031"	64.760	-10.021
"ZINC000067690982"	66.300	-10.021
"ZINC000257314250"	66.320	-10.021
"ZINC000067674003"	64.350	-10.020
"ZINC000020293750"	66.160	-10.020
"ZINC000019581588"	66.400	-10.020
"ZINC000002428836"	65.830	-10.020
"ZINC000036104692"	65.920	-10.020
"ZINC000000315397"	65.230	-10.020
"ZINC000071767149"	65.410	-10.019
"ZINC000000196343"	66.020	-10.019
"ZINC000408693512"	65.800	-10.019
"ZINC000005335975"	65.990	-10.019
"ZINC000002403918"	65.710	-10.019
"ZINC000012337771"	65.660	-10.019
"ZINC000001076393"	66.360	-10.019
"ZINC000043170515"	66.270	-10.019
"ZINC000005762755"	65.800	-10.019
"ZINC000091526741"	65.150	-10.019
"ZINC000299754940"	65.960	-10.019
"ZINC001775970104"	65.670	-10.018
"ZINC000013225617"	65.630	-10.018
"ZINC000014814766"	65.930	-10.018
"ZINC000067338874"	65.760	-10.018
"ZINC000005707430"	66.280	-10.018
"ZINC000065410515"	66.160	-10.017
"ZINC000009852884"	65.240	-10.017
"ZINC000095521242"	66.430	-10.017
"ZINC000226366252"	77.150	-10.017
"ZINC000019532805"	65.830	-10.017
"ZINC000952977937"	65.150	-10.017
"ZINC000221190193"	65.470	-10.017
"ZINC000046210134"	65.670	-10.017
"ZINC000004979312"	66.430	-10.017
"ZINC000016247139"	66.420	-10.016
"ZINC000012303748"	65.580	-10.016
"ZINC000024217784"	67.250	-10.016
"ZINC000013691422"	66.120	-10.016
"ZINC000000727284"	65.670	-10.016
"ZINC000075402969"	66.050	-10.016
"ZINC000186016011"	65.920	-10.016
"ZINC000216171822"	63.930	-10.016
"ZINC001529114140"	64.020	-10.015
"ZINC000020461253"	76.370	-10.015
"ZINC000012321099"	65.940	-10.015
"ZINC000012151426"	64.860	-10.015
"ZINC000585263018"	65.670	-10.015
"ZINC000013519818"	96.500	-10.015
"ZINC000408563098"	66.650	-10.015
"ZINC000097815289"	65.410	-10.014
"ZINC000935866333"	66.160	-10.014
"ZINC000007706984"	65.920	-10.014
"ZINC000012383869"	66.440	-10.014
"ZINC000072371926"	67.360	-10.013
"ZINC000057352077"	64.810	-10.013
"ZINC000409405944"	65.960	-10.013
"ZINC000004828480"	65.340	-10.013
"ZINC000257256547"	66.570	-10.012
"ZINC000032691645"	74.630	-10.012
"ZINC000006510043"	65.310	-10.012
"ZINC000008955124"	65.350	-10.012
"ZINC000216972455"	65.280	-10.012
"ZINC000096402722"	65.670	-10.012
"ZINC000000969353"	65.830	-10.012
"ZINC000002762023"	65.720	-10.012
"ZINC000100921520"	65.510	-10.011
"ZINC000409014347"	75.550	-10.011
"ZINC000257221769"	66.750	-10.011
"ZINC000426503235"	66.740	-10.011
"ZINC000100331704"	65.730	-10.011
"ZINC000020167772"	65.520	-10.011
"ZINC000008915259"	65.160	-10.010
"ZINC000023158278"	65.700	-10.010
"ZINC000033279099"	65.860	-10.010
"ZINC000020412685"	75.480	-10.010
"ZINC000071416151"	75.920	-10.010
"ZINC000077393794"	66.270	-10.009
"ZINC000013748623"	65.680	-10.009
"ZINC000033106802"	65.420	-10.009
"ZINC000067894845"	65.480	-10.008
"ZINC000067852003"	65.470	-10.008
"ZINC000012973601"	65.970	-10.008
"ZINC000014858282"	76.280	-10.008
"ZINC000224157622"	65.400	-10.007
"ZINC000225434477"	75.670	-10.007
"ZINC001704312315"	65.700	-10.007
"ZINC000000450922"	66.320	-10.007
"ZINC000006446979"	66.840	-10.007
"ZINC000047555495"	65.390	-10.006
"ZINC000036802416"	65.250	-10.006
"ZINC000012544765"	65.580	-10.006
"ZINC000062017571"	65.300	-10.005
"ZINC000012075181"	65.890	-10.005
"ZINC000004842551"	67.010	-10.005
"ZINC000409001815"	75.960	-10.005
"ZINC000009738131"	65.700	-10.005
"ZINC000001372458"	66.170	-10.004
"ZINC000019743898"	65.690	-10.004
"ZINC000013574774"	64.950	-10.004
"ZINC000018036605"	66.350	-10.004
"ZINC000006275663"	66.380	-10.004
"ZINC000028297038"	66.100	-10.004
"ZINC001772805861"	65.490	-10.004
"ZINC000009645489"	75.790	-10.004
"ZINC000331855531"	65.430	-10.004
"ZINC000019237913"	65.520	-10.003
"ZINC000257322509"	66.340	-10.003
"ZINC000019898694"	66.550	-10.003
"ZINC000006096489"	65.340	-10.003
"ZINC000011530258"	66.380	-10.003
"ZINC000019238411"	66.120	-10.002
"ZINC000008990886"	65.290	-10.002
"ZINC000007423999"	66.430	-10.002
"ZINC000002967046"	65.380	-10.002
"ZINC000252489340"	66.190	-10.002
"ZINC000022627161"	66.430	-10.002
"ZINC000009601613"	66.400	-10.002
"ZINC000012776940"	66.460	-10.002
"ZINC000007467314"	75.960	-10.002
"ZINC000226888204"	66.100	-10.001
"ZINC000032689380"	65.260	-10.001
"ZINC000042380212"	66.170	-10.001
"ZINC001529112481"	64.790	-10.001
"ZINC000256045702"	66.310	-10.001
"ZINC000071776836"	65.300	-10.001
"ZINC000005378175"	66.020	-10.000
"ZINC000952977932"	64.290	-10.000
"ZINC000071755047"	65.620	-10.000
"ZINC000019743696"	65.790	-10.000
"ZINC000409103825"	65.470	-10.000
"ZINC000102927067"	65.360	-9.999
"ZINC000032907283"	65.920	-9.999
"ZINC000021942620"	65.530	-9.999
"ZINC000005500404"	66.170	-9.998
"ZINC000020309205"	66.040	-9.998
"ZINC000001320559"	65.460	-9.997
"ZINC000011971573"	65.740	-9.997
"ZINC000012744002"	66.230	-9.997
"ZINC000020192786"	65.260	-9.997
"ZINC000031683643"	65.960	-9.997
"ZINC000012148114"	65.300	-9.997
"ZINC000001216678"	65.790	-9.996
"ZINC000001158483"	64.710	-9.996
"ZINC000051330580"	64.470	-9.996
"ZINC000012878645"	65.510	-9.996
"ZINC000040485382"	66.350	-9.996
"ZINC000072423891"	65.970	-9.996
"ZINC000224254649"	66.300	-9.996
"ZINC000071280181"	66.210	-9.995
"ZINC000828778571"	65.870	-9.995
"ZINC000067967276"	65.410	-9.995
"ZINC000019567577"	65.940	-9.995
"ZINC000100138682"	66.170	-9.995
"ZINC000001376770"	76.110	-9.995
"ZINC000022852993"	65.800	-9.995
"ZINC000023982563"	65.830	-9.995
"ZINC000072348696"	66.610	-9.994
"ZINC000005570845"	65.530	-9.994
"ZINC000070461308"	65.460	-9.994
"ZINC000004844971"	66.450	-9.994
"ZINC000013687730"	66.080	-9.994
"ZINC000257344362"	64.730	-9.993
"ZINC000020059901"	65.050	-9.993
"ZINC000516421377"	65.880	-9.993
"ZINC000009910278"	65.690	-9.992
"ZINC000002515244"	66.500	-9.991
"ZINC000044027431"	65.320	-9.991
"ZINC000019403400"	65.770	-9.991
"ZINC000263620292"	75.770	-9.991
"ZINC000426442933"	65.480	-9.990
"ZINC000071746313"	87.300	-9.990
"ZINC000059474707"	66.180	-9.990
"ZINC000121192301"	65.470	-9.990
"ZINC000095530818"	65.750	-9.989
"ZINC000257248970"	65.580	-9.989
"ZINC000012183464"	65.970	-9.989
"ZINC000012276371"	65.830	-9.989
"ZINC000952967131"	66.350	-9.989
"ZINC000013691603"	65.690	-9.989
"ZINC000005167174"	65.630	-9.989
"ZINC000006969377"	66.070	-9.989
"ZINC000252551384"	66.240	-9.988
"ZINC000000831515"	75.260	-9.988
"ZINC000009829116"	65.610	-9.988
"ZINC000021942688"	65.970	-9.988
"ZINC000000183897"	65.890	-9.988
"ZINC000012144831"	66.200	-9.988
"ZINC000000639517"	64.690	-9.988
"ZINC000067641062"	75.700	-9.987
"ZINC000012446653"	66.030	-9.987
"ZINC000020038472"	65.420	-9.987
"ZINC000019719658"	66.310	-9.986
"ZINC000012263879"	65.210	-9.986
"ZINC000670433977"	65.960	-9.986
"ZINC000036242311"	66.340	-9.986
"ZINC000095508500"	65.830	-9.986
"ZINC000072224989"	66.010	-9.986
"ZINC000008995456"	65.250	-9.986
"ZINC000032911821"	66.300	-9.986
"ZINC000009547415"	66.650	-9.985
"ZINC000001376780"	66.610	-9.984
"ZINC000299817177"	67.340	-9.984
"ZINC000330033048"	66.210	-9.984
"ZINC000012648901"	66.230	-9.984
"ZINC000004988058"	65.770	-9.984
"ZINC000004501929"	65.490	-9.984
"ZINC000409316648"	65.860	-9.984
"ZINC000004106343"	65.270	-9.983
"ZINC000013585004"	65.950	-9.983
"ZINC000012637255"	66.020	-9.983
"ZINC000013552580"	75.450	-9.983
"ZINC000000982466"	66.070	-9.983
"ZINC000027995622"	66.260	-9.983
"ZINC000000639226"	75.130	-9.983
"ZINC000002945470"	65.750	-9.983
"ZINC000014153608"	65.690	-9.983
"ZINC000124843260"	66.130	-9.983
"ZINC000033778577"	75.350	-9.982
"ZINC000002283022"	66.310	-9.982
"ZINC000059852822"	66.240	-9.982
"ZINC000045072300"	76.730	-9.982
"ZINC000009287260"	65.790	-9.982
"ZINC000019448987"	65.690	-9.982
"ZINC000670416044"	65.230	-9.981
"ZINC000013723156"	65.710	-9.981
"ZINC000822559345"	65.870	-9.981
"ZINC000029592606"	66.000	-9.981
"ZINC000006232603"	65.210	-9.981
"ZINC000002731298"	66.170	-9.981
"ZINC000023995117"	65.390	-9.981
"ZINC000033513990"	65.660	-9.980
"ZINC000036261272"	66.100	-9.980
"ZINC000038767367"	65.610	-9.980
"ZINC000009170657"	66.160	-9.980
"ZINC000000850863"	65.120	-9.980
"ZINC000020027318"	66.500	-9.980
"ZINC000409014294"	66.700	-9.980
"ZINC000005262028"	65.450	-9.980
"ZINC000071767147"	65.900	-9.980
"ZINC000020998547"	65.090	-9.980
"ZINC000003438972"	66.300	-9.980
