"Title"	"docking score"	"MMGBSA dG Bind"
"ZINC000001180207"	-10.367	-71.126
"ZINC000010215461"	-10.215	-71.115
"ZINC000013130924"	-10.096	-71.111
"ZINC000020057619"	-10.295	-71.093
"ZINC000019376500"	-10.975	-71.091
"ZINC000019790095"	-10.148	-71.089
"ZINC000008835907"	-10.245	-71.081
"ZINC000035316627"	-10.832	-71.080
"ZINC000100138382"	-10.664	-71.079
"ZINC000306140891"	-10.420	-71.065
"ZINC000257287548"	-10.211	-71.064
"ZINC000001117096"	-10.467	-71.054
"ZINC000220808318"	-10.065	-71.050
"ZINC000130584991"	-10.358	-71.042
"ZINC000408602188"	-10.236	-71.023
"ZINC000008608651"	-10.291	-71.012
"ZINC001775974690"	-10.240	-71.006
"ZINC001775970197"	-10.321	-71.001
"ZINC000015107732"	-10.049	-71.000
"ZINC000253412328"	-10.570	-70.997
"ZINC000012161771"	-10.391	-70.983
"ZINC000005604948"	-10.764	-70.975
"ZINC000001657206"	-10.402	-70.969
"ZINC000108507486"	-10.099	-70.930
"ZINC000100138431"	-10.209	-70.928
"ZINC000274251008"	-10.081	-70.923
"ZINC000067804591"	-10.221	-70.922
"ZINC000049404883"	-10.244	-70.913
"ZINC000008230250"	-10.228	-70.909
"ZINC000005533102"	-10.670	-70.894
"ZINC000057426512"	-10.043	-70.888
"ZINC000036365920"	-11.012	-70.869
"ZINC000024085460"	-10.161	-70.859
"ZINC000095499974"	-10.060	-70.854
"ZINC000409283936"	-10.033	-70.845
"ZINC000067833637"	-11.723	-70.844
"ZINC000225643192"	-10.648	-70.832
"ZINC000097815289"	-10.014	-70.823
"ZINC000100137697"	-10.423	-70.819
"ZINC000110082589"	-10.076	-70.808
"ZINC000004062585"	-10.163	-70.789
"ZINC000409347009"	-10.781	-70.782
"ZINC000012222164"	-10.032	-70.776
"ZINC000257294847"	-10.463	-70.757
"ZINC000015962534"	-10.463	-70.744
"ZINC000009937118"	-10.093	-70.735
"ZINC000214295138"	-10.610	-70.723
"ZINC000299765774"	-10.239	-70.716
"ZINC000000863768"	-10.919	-70.705
"ZINC000019332213"	-10.541	-70.694
"ZINC000008719765"	-10.881	-70.691
"ZINC000012030618"	-10.185	-70.690
"ZINC000426628268"	-11.726	-70.685
"ZINC000001294762"	-10.409	-70.674
"ZINC000008434644"	-10.334	-70.673
"ZINC000222245560"	-10.101	-70.666
"ZINC000000860983"	-10.648	-70.639
"ZINC000019522395"	-10.273	-70.630
"ZINC000017079617"	-10.285	-70.617
"ZINC000409234393"	-10.199	-70.614
"ZINC000096113886"	-11.120	-70.583
"ZINC000065362342"	-10.874	-70.578
"ZINC000005055082"	-10.225	-70.572
"ZINC000002253038"	-10.072	-70.566
"ZINC000010112074"	-10.435	-70.554
"ZINC000057426210"	-10.547	-70.542
"ZINC000170624727"	-10.403	-70.515
"ZINC000257279333"	-10.366	-70.512
"ZINC000001018400"	-10.044	-70.509
"ZINC000426526009"	-11.510	-70.500
"ZINC000019819227"	-10.531	-70.497
"ZINC000257221768"	-10.421	-70.494
"ZINC000021131218"	-11.038	-70.488
"ZINC000008977290"	-10.304	-70.471
"ZINC000016980882"	-10.524	-70.460
"ZINC000002396883"	-10.952	-70.458
"ZINC000051329812"	-10.045	-70.452
"ZINC000952971188"	-10.328	-70.452
"ZINC000426504157"	-10.216	-70.443
"ZINC000004862872"	-10.942	-70.423
"ZINC001772805861"	-10.004	-70.402
"ZINC000048134941"	-10.581	-70.385
"ZINC000077419351"	-11.440	-70.372
"ZINC000012750092"	-10.211	-70.349
"ZINC000004542400"	-10.389	-70.342
"ZINC000409205950"	-10.211	-70.323
"ZINC000036615167"	-10.083	-70.306
"ZINC000006789654"	-10.040	-70.291
"ZINC000032615580"	-10.853	-70.289
"ZINC000012134743"	-10.888	-70.286
"ZINC000047555495"	-10.006	-70.280
"ZINC000022236991"	-10.316	-70.278
"ZINC000005321944"	-10.711	-70.271
"ZINC000040070173"	-10.515	-70.239
"ZINC000257221769"	-10.011	-70.223
"ZINC000004359706"	-10.766	-70.219
"ZINC000035563629"	-11.167	-70.216
"ZINC000032501876"	-10.351	-70.216
"ZINC000019117040"	-10.690	-70.213
"ZINC000257329557"	-10.176	-70.208
"ZINC000096436453"	-10.340	-70.174
"ZINC000013732807"	-10.319	-70.147
"ZINC000005150782"	-10.043	-70.142
"ZINC000216869760"	-10.097	-70.127
"ZINC000012198806"	-10.452	-70.095
"ZINC000009530476"	-10.046	-70.083
"ZINC000002529489"	-11.089	-70.074
"ZINC000257322862"	-10.334	-70.064
"ZINC000001324851"	-10.344	-70.054
"ZINC000002470682"	-10.213	-70.040
"ZINC000095471014"	-10.577	-70.040
"ZINC000001154702"	-11.220	-70.031
"ZINC000046354078"	-10.410	-70.026
"ZINC000224157622"	-10.007	-70.013
"ZINC000409352511"	-10.792	-70.006
"ZINC000008559877"	-10.090	-70.005
"ZINC000008977482"	-10.386	-69.993
"ZINC000036360736"	-10.818	-69.965
"ZINC000040288480"	-10.094	-69.952
"ZINC000426478288"	-11.014	-69.948
"ZINC000001057916"	-10.809	-69.943
"ZINC000077197938"	-10.513	-69.931
"ZINC000409021024"	-10.264	-69.929
"ZINC000409354051"	-10.026	-69.907
"ZINC000009123958"	-10.833	-69.889
"ZINC000009310862"	-10.722	-69.869
"ZINC000009336613"	-10.460	-69.863
"ZINC000021605216"	-10.239	-69.857
"ZINC000015073342"	-10.927	-69.857
"ZINC000252548599"	-10.254	-69.828
"ZINC000036627552"	-10.164	-69.823
"ZINC000409215196"	-11.454	-69.822
"ZINC000009783825"	-10.555	-69.820
"ZINC000103529360"	-10.738	-69.818
"ZINC000012714294"	-10.963	-69.818
"ZINC000257296383"	-10.122	-69.807
"ZINC000225859641"	-10.085	-69.799
"ZINC000100775528"	-10.790	-69.789
"ZINC000071388820"	-10.834	-69.786
"ZINC000000793557"	-10.445	-69.770
"ZINC000007375625"	-10.037	-69.766
"ZINC000065535689"	-10.675	-69.759
"ZINC000256047527"	-10.704	-69.755
"ZINC000015424780"	-10.787	-69.731
"ZINC000133581757"	-10.840	-69.730
"ZINC000013691866"	-10.525	-69.701
"ZINC000244575011"	-10.555	-69.689
"ZINC000072354179"	-10.538	-69.681
"ZINC000012161791"	-10.069	-69.676
"ZINC000257302111"	-10.520	-69.673
"ZINC000019666984"	-10.639	-69.672
"ZINC000226627927"	-10.332	-69.670
"ZINC000001694535"	-11.557	-69.643
"ZINC000004821014"	-10.121	-69.638
"ZINC000225957217"	-10.088	-69.629
"ZINC000096125628"	-10.217	-69.599
"ZINC000256048606"	-10.236	-69.589
"ZINC000016132874"	-10.174	-69.583
"ZINC000016383207"	-10.450	-69.565
"ZINC000223853430"	-10.201	-69.543
"ZINC000096154969"	-10.847	-69.531
"ZINC000012222743"	-10.894	-69.528
"ZINC000040268090"	-10.732	-69.527
"ZINC000224135597"	-10.199	-69.507
"ZINC000096190133"	-10.749	-69.505
"ZINC000013655242"	-10.513	-69.494
"ZINC000000936556"	-10.273	-69.492
"ZINC000002087978"	-10.377	-69.487
"ZINC000071314902"	-10.572	-69.471
"ZINC000012236334"	-10.044	-69.469
"ZINC000027990916"	-10.320	-69.455
"ZINC000023138265"	-11.281	-69.450
"ZINC000082138730"	-11.012	-69.447
"ZINC000067258671"	-10.299	-69.444
"ZINC000408993122"	-10.332	-69.433
"ZINC000071416151"	-10.010	-69.427
"ZINC000004142543"	-10.953	-69.419
"ZINC000012628649"	-10.079	-69.408
"ZINC000005421474"	-10.524	-69.407
"ZINC000100137670"	-10.112	-69.404
"ZINC000257235327"	-10.021	-69.399
"ZINC000095388456"	-10.388	-69.393
"ZINC000225549108"	-10.789	-69.389
"ZINC000081074176"	-10.314	-69.387
"ZINC000257311495"	-10.811	-69.384
"ZINC000067258205"	-10.595	-69.361
"ZINC000008915259"	-10.010	-69.360
"ZINC000067982918"	-11.676	-69.346
"ZINC000004812404"	-11.369	-69.346
"ZINC000096155664"	-11.022	-69.335
"ZINC000003430331"	-11.108	-69.334
"ZINC000001355282"	-10.638	-69.292
"ZINC000004710684"	-10.032	-69.290
"ZINC000036018749"	-10.427	-69.286
"ZINC000100252812"	-10.359	-69.241
"ZINC000426494417"	-10.282	-69.231
"ZINC000101061383"	-10.041	-69.231
"ZINC000000781555"	-11.153	-69.215
"ZINC000096155646"	-11.001	-69.197
"ZINC000095511078"	-10.313	-69.181
"ZINC000102952163"	-10.146	-69.149
"ZINC000257314018"	-10.665	-69.144
"ZINC000408804311"	-10.772	-69.139
"ZINC000409409314"	-11.227	-69.135
"ZINC000002827405"	-10.757	-69.135
"ZINC000013225629"	-11.509	-69.118
"ZINC000000703873"	-10.926	-69.112
"ZINC000005004352"	-10.494	-69.110
"ZINC000062017571"	-10.005	-69.097
"ZINC000036357601"	-10.654	-69.092
"ZINC000004568169"	-10.393	-69.086
"ZINC000096100020"	-11.016	-69.084
"ZINC000005269717"	-10.203	-69.082
"ZINC000072349475"	-10.257	-69.058
"ZINC000040389146"	-10.260	-69.043
"ZINC000585177733"	-10.254	-69.041
"ZINC000003638285"	-10.473	-69.039
"ZINC000057143196"	-10.095	-69.035
"ZINC000065398927"	-10.711	-69.030
"ZINC000100775903"	-10.127	-69.017
"ZINC000009340377"	-10.410	-69.004
"ZINC000012890780"	-11.251	-69.003
"ZINC000009569301"	-10.687	-68.987
"ZINC000010157377"	-10.060	-68.980
"ZINC000585157925"	-10.055	-68.971
"ZINC000013476550"	-11.001	-68.962
"ZINC000008977190"	-10.131	-68.960
"ZINC000100139153"	-10.477	-68.945
"ZINC000017110089"	-10.371	-68.942
"ZINC000013691420"	-10.119	-68.933
"ZINC000000273891"	-10.106	-68.930
"ZINC000252463590"	-10.106	-68.930
"ZINC000024217784"	-10.016	-68.929
"ZINC000001412092"	-10.413	-68.927
"ZINC000031903684"	-10.254	-68.916
"ZINC000226304431"	-10.165	-68.914
"ZINC000067285438"	-10.890	-68.897
"ZINC000067258063"	-10.211	-68.890
"ZINC000072161514"	-10.105	-68.880
"ZINC000408734661"	-10.117	-68.876
"ZINC000065382498"	-10.548	-68.863
"ZINC000000646418"	-11.532	-68.830
"ZINC000008832538"	-12.148	-68.812
"ZINC000036365869"	-10.445	-68.812
"ZINC000012430179"	-10.373	-68.802
"ZINC000008158153"	-10.462	-68.800
"ZINC000002802410"	-10.114	-68.797
"ZINC000012361546"	-10.094	-68.796
"ZINC000016348068"	-10.513	-68.790
"ZINC000096475243"	-10.986	-68.785
"ZINC001505840488"	-10.275	-68.774
"ZINC000036340368"	-10.674	-68.773
"ZINC000035311752"	-10.064	-68.761
"ZINC000669662425"	-10.225	-68.745
"ZINC000016322519"	-10.998	-68.729
"ZINC000019564254"	-10.044	-68.725
"ZINC000012134703"	-10.215	-68.724
"ZINC000257224920"	-10.289	-68.715
"ZINC000010903212"	-10.685	-68.700
"ZINC000031772815"	-10.058	-68.696
"ZINC000056907934"	-10.752	-68.691
"ZINC000032615701"	-10.028	-68.685
"ZINC000038776529"	-10.082	-68.680
"ZINC000408809505"	-10.401	-68.680
"ZINC000227143299"	-10.136	-68.671
"ZINC000001005842"	-10.149	-68.650
"ZINC000226768791"	-10.414	-68.647
"ZINC000019452288"	-10.206	-68.641
"ZINC000009110420"	-11.375	-68.637
"ZINC000227144153"	-10.116	-68.634
"ZINC000257280883"	-10.089	-68.611
"ZINC000026089573"	-10.521	-68.607
"ZINC000003007732"	-10.496	-68.605
"ZINC000055131287"	-10.552	-68.597
"ZINC000048112423"	-10.160	-68.594
"ZINC000036709576"	-10.303	-68.593
"ZINC000012411981"	-10.289	-68.586
"ZINC000049874859"	-10.132	-68.572
"ZINC000008715852"	-10.031	-68.567
"ZINC000584901299"	-11.257	-68.566
"ZINC000002640020"	-11.116	-68.553
"ZINC000224137349"	-10.543	-68.537
"ZINC000057487728"	-10.640	-68.536
"ZINC000019567579"	-11.000	-68.535
"ZINC000009584955"	-10.127	-68.531
"ZINC000019237915"	-10.191	-68.521
"ZINC000096121681"	-10.201	-68.517
"ZINC000012161808"	-10.324	-68.503
"ZINC000002719716"	-10.263	-68.494
"ZINC000102036582"	-10.244	-68.492
"ZINC000225234018"	-10.917	-68.480
"ZINC000000641150"	-10.341	-68.462
"ZINC000067258675"	-10.264	-68.448
"ZINC000002692141"	-10.213	-68.438
"ZINC000072405428"	-10.178	-68.413
"ZINC000016125469"	-11.376	-68.402
"ZINC000016846392"	-10.048	-68.396
"ZINC000019561875"	-10.358	-68.379
"ZINC000020533233"	-10.431	-68.361
"ZINC000067852003"	-10.008	-68.350
"ZINC000584901298"	-10.974	-68.350
"ZINC000001377005"	-10.085	-68.344
"ZINC000171393618"	-10.251	-68.322
"ZINC000095470792"	-10.534	-68.303
"ZINC000000855886"	-10.243	-68.302
"ZINC000012852048"	-10.222	-68.289
"ZINC000019016755"	-11.790	-68.267
"ZINC000100137674"	-10.564	-68.266
"ZINC000408826210"	-10.063	-68.263
"ZINC000096122810"	-10.108	-68.261
"ZINC000306123133"	-10.342	-68.260
"ZINC000009093007"	-10.640	-68.254
"ZINC000534637787"	-10.193	-68.250
"ZINC000057487247"	-10.219	-68.236
"ZINC000072344959"	-10.298	-68.221
"ZINC000012843737"	-10.049	-68.219
"ZINC000008865074"	-10.073	-68.215
"ZINC000000633129"	-10.151	-68.207
"ZINC000097237135"	-10.285	-68.206
"ZINC000012134311"	-11.415	-68.205
"ZINC000019582502"	-10.402	-68.204
"ZINC000408806467"	-10.880	-68.200
"ZINC000252493894"	-10.710	-68.192
"ZINC000004848989"	-10.037	-68.181
"ZINC000224617863"	-10.100	-68.180
"ZINC000017071477"	-10.084	-68.178
"ZINC000409240924"	-10.096	-68.178
"ZINC000009481160"	-10.463	-68.176
"ZINC000089444334"	-10.316	-68.171
"ZINC000004585116"	-10.139	-68.168
"ZINC000257280222"	-10.165	-68.157
"ZINC000012301527"	-10.702	-68.154
"ZINC000017071902"	-10.077	-68.151
"ZINC000001165444"	-10.798	-68.145
"ZINC000046087018"	-10.030	-68.128
"ZINC000408892504"	-10.808	-68.121
"ZINC000019850283"	-10.279	-68.117
"ZINC000012161837"	-10.076	-68.110
"ZINC000033848576"	-11.528	-68.105
"ZINC000019522300"	-10.040	-68.090
"ZINC000001809686"	-10.543	-68.089
"ZINC000000307934"	-10.108	-68.083
"ZINC000257298862"	-10.963	-68.081
"ZINC000012432988"	-10.112	-68.078
"ZINC000256049176"	-10.131	-68.072
"ZINC000035844183"	-10.712	-68.064
"ZINC000010112083"	-10.186	-68.055
"ZINC000257338424"	-10.268	-68.054
"ZINC000001376877"	-10.675	-68.044
"ZINC000020149338"	-10.284	-68.037
"ZINC000006679390"	-10.446	-68.034
"ZINC000004063931"	-10.357	-68.026
"ZINC000299817205"	-10.045	-68.000
"ZINC000032876545"	-10.757	-68.000
"ZINC000000817621"	-10.294	-67.993
"ZINC000055060954"	-11.141	-67.988
"ZINC000409360913"	-10.251	-67.985
"ZINC000001183951"	-10.193	-67.983
"ZINC000008627919"	-10.380	-67.981
"ZINC000001389970"	-10.507	-67.979
"ZINC000020213593"	-11.002	-67.976
"ZINC000002454027"	-10.306	-67.969
"ZINC000019762423"	-11.234	-67.960
"ZINC000009305266"	-10.196	-67.957
"ZINC000226366068"	-10.164	-67.952
"ZINC000036618562"	-10.230	-67.936
"ZINC000011693871"	-10.126	-67.926
"ZINC000023126891"	-10.069	-67.916
"ZINC000012134227"	-10.237	-67.906
"ZINC000408560475"	-10.075	-67.899
"ZINC000016648283"	-10.723	-67.898
"ZINC000036360201"	-10.313	-67.887
"ZINC000016837482"	-10.876	-67.871
"ZINC000095363498"	-10.197	-67.859
"ZINC000071758813"	-10.163	-67.833
"ZINC000003894507"	-10.388	-67.829
"ZINC000006024924"	-11.003	-67.795
"ZINC000001376963"	-10.356	-67.780
"ZINC000004937210"	-10.320	-67.757
"ZINC000007988620"	-10.145	-67.738
"ZINC000019341787"	-10.679	-67.722
"ZINC000024759147"	-10.087	-67.708
"ZINC000014273488"	-11.085	-67.698
"ZINC000000572958"	-10.395	-67.697
"ZINC000033247734"	-10.623	-67.693
"ZINC000000601272"	-10.097	-67.659
"ZINC000036360688"	-10.143	-67.651
"ZINC000038897728"	-10.278	-67.645
"ZINC000095354829"	-10.082	-67.633
"ZINC000306135470"	-10.286	-67.631
"ZINC000012134235"	-10.339	-67.629
"ZINC000408629251"	-10.790	-67.626
"ZINC000012336873"	-10.164	-67.617
"ZINC000001052734"	-10.321	-67.608
"ZINC000225155908"	-10.390	-67.593
"ZINC000013696602"	-10.446	-67.591
"ZINC000048066934"	-10.902	-67.582
"ZINC000010187748"	-10.085	-67.578
"ZINC000096100019"	-10.807	-67.572
"ZINC000000647234"	-10.745	-67.568
"ZINC000000862006"	-10.209	-67.565
"ZINC000003336979"	-10.974	-67.539
"ZINC000090610231"	-10.065	-67.534
"ZINC000019743898"	-10.004	-67.527
"ZINC000065506598"	-10.322	-67.521
"ZINC000012276431"	-10.121	-67.512
"ZINC000006758914"	-10.383	-67.512
"ZINC000005167708"	-10.253	-67.510
"ZINC000059094194"	-10.053	-67.503
"ZINC000067285082"	-10.724	-67.500
"ZINC000408844176"	-10.376	-67.496
"ZINC000096148165"	-10.624	-67.495
"ZINC000014793478"	-10.117	-67.494
"ZINC000004845963"	-10.555	-67.491
"ZINC000033297917"	-10.261	-67.482
"ZINC000019568480"	-10.438	-67.481
"ZINC000012390767"	-10.342	-67.479
"ZINC000000114740"	-10.175	-67.476
"ZINC000004140763"	-10.090	-67.471
"ZINC000002366635"	-10.549	-67.468
"ZINC000012276354"	-10.111	-67.440
"ZINC000002621695"	-10.175	-67.439
"ZINC000016806030"	-10.463	-67.438
"ZINC000000213190"	-10.311	-67.433
"ZINC000004759616"	-10.322	-67.421
"ZINC000225438658"	-10.381	-67.409
"ZINC000005073366"	-10.390	-67.399
"ZINC000001367176"	-10.081	-67.386
"ZINC000072480408"	-10.154	-67.379
"ZINC000408606969"	-10.309	-67.376
"ZINC000071746337"	-10.734	-67.369
"ZINC000009937966"	-10.039	-67.361
"ZINC000002622212"	-10.967	-67.346
"ZINC000021674517"	-10.697	-67.339
"ZINC000248322177"	-10.695	-67.307
"ZINC000032893376"	-10.256	-67.297
"ZINC000015858329"	-10.049	-67.286
"ZINC000216952306"	-10.192	-67.261
"ZINC000022627450"	-10.366	-67.221
"ZINC000239338761"	-10.665	-67.206
"ZINC000239338763"	-10.665	-67.206
"ZINC000067690982"	-10.021	-67.205
"ZINC000102601448"	-10.827	-67.197
"ZINC000100137765"	-10.220	-67.188
"ZINC000031934175"	-10.329	-67.184
"ZINC000071280165"	-10.417	-67.182
"ZINC000003007672"	-11.009	-67.177
"ZINC000257301156"	-10.253	-67.173
"ZINC000020971191"	-11.068	-67.170
"ZINC000095522249"	-10.594	-67.165
"ZINC000225701779"	-10.303	-67.164
"ZINC000031192012"	-11.041	-67.163
"ZINC000331589900"	-10.027	-67.161
"ZINC000072421410"	-10.412	-67.155
"ZINC000009048270"	-10.074	-67.135
"ZINC000067259506"	-10.593	-67.124
"ZINC000067843268"	-10.564	-67.123
"ZINC000012544765"	-10.006	-67.112
"ZINC000000917924"	-10.120	-67.107
"ZINC000224750104"	-10.174	-67.104
"ZINC000091931283"	-11.556	-67.098
"ZINC000005813406"	-10.725	-67.097
"ZINC000014974795"	-10.671	-67.091
"ZINC000005065201"	-10.075	-67.075
"ZINC000019880778"	-10.244	-67.052
"ZINC000020650201"	-10.211	-67.042
"ZINC001776111657"	-10.184	-67.036
"ZINC000328901271"	-10.370	-67.029
"ZINC000064370129"	-10.054	-67.025
"ZINC000000628319"	-10.197	-67.023
"ZINC000012337771"	-10.019	-67.023
"ZINC000097213165"	-10.129	-67.020
"ZINC000000243047"	-10.839	-67.019
"ZINC000036364874"	-11.045	-67.007
"ZINC000107932062"	-10.502	-67.006
"ZINC000004905089"	-10.034	-67.001
"ZINC000409290087"	-10.131	-67.000
"ZINC000108800814"	-10.863	-66.996
"ZINC000014944629"	-10.230	-66.984
"ZINC000408821207"	-11.155	-66.980
"ZINC000100137816"	-10.566	-66.972
"ZINC000009158596"	-10.095	-66.961
"ZINC000328780931"	-10.923	-66.960
"ZINC000008734648"	-10.325	-66.956
"ZINC000952986501"	-10.444	-66.952
"ZINC000952971234"	-10.594	-66.951
"ZINC000036613767"	-10.181	-66.949
"ZINC000016844378"	-10.190	-66.931
"ZINC000012144834"	-10.593	-66.913
"ZINC000013476548"	-11.119	-66.906
"ZINC000408814988"	-10.648	-66.905
"ZINC000079473282"	-10.100	-66.902
"ZINC000216951175"	-10.206	-66.901
"ZINC000035682702"	-10.128	-66.888
"ZINC000012224970"	-10.477	-66.884
"ZINC000096151508"	-10.093	-66.883
"ZINC000002876070"	-10.323	-66.858
"ZINC000007601815"	-10.123	-66.857
"ZINC000012075181"	-10.005	-66.854
"ZINC000010959199"	-10.389	-66.848
"ZINC000043732598"	-10.041	-66.842
"ZINC000012238744"	-10.042	-66.837
"ZINC000020043482"	-10.178	-66.835
"ZINC000008962439"	-10.223	-66.825
"ZINC000021784851"	-11.338	-66.821
"ZINC000072156819"	-10.387	-66.808
"ZINC000077393248"	-10.688	-66.792
"ZINC000426534048"	-10.844	-66.767
"ZINC000008361803"	-10.328	-66.765
"ZINC000096437034"	-10.552	-66.764
"ZINC000000639468"	-11.464	-66.760
"ZINC000038487159"	-10.347	-66.750
"ZINC000010186589"	-10.507	-66.748
"ZINC000224917610"	-10.334	-66.726
"ZINC000328780929"	-10.876	-66.717
"ZINC000072222688"	-10.373	-66.714
"ZINC000000795444"	-10.285	-66.705
"ZINC000012307454"	-10.121	-66.704
"ZINC000408988691"	-10.050	-66.693
"ZINC000013532785"	-10.472	-66.679
"ZINC000040287958"	-10.211	-66.663
"ZINC000048333068"	-10.126	-66.635
"ZINC000055228250"	-10.453	-66.635
"ZINC000426503235"	-10.011	-66.633
"ZINC000003665073"	-10.109	-66.624
"ZINC000005040357"	-11.000	-66.611
"ZINC000067843594"	-10.073	-66.605
"ZINC000618256110"	-10.136	-66.601
"ZINC000226366078"	-10.341	-66.593
"ZINC000256046518"	-10.228	-66.592
"ZINC001506428238"	-10.301	-66.590
"ZINC000252497290"	-10.450	-66.574
"ZINC000077298747"	-10.431	-66.573
"ZINC000049007337"	-10.293	-66.572
"ZINC000023129621"	-10.301	-66.558
"ZINC000009402773"	-10.608	-66.556
"ZINC000001424840"	-11.113	-66.550
"ZINC000019564156"	-10.654	-66.542
"ZINC000019933267"	-10.390	-66.538
"ZINC000020412685"	-10.010	-66.523
"ZINC000004062759"	-10.193	-66.519
"ZINC000001376873"	-10.344	-66.517
"ZINC000041148153"	-10.640	-66.503
"ZINC000022215413"	-10.326	-66.493
"ZINC000225860483"	-10.195	-66.492
"ZINC000002188996"	-10.286	-66.477
"ZINC000067258086"	-10.689	-66.465
"ZINC000000821025"	-10.293	-66.463
"ZINC000067514192"	-10.276	-66.461
"ZINC000004849139"	-10.181	-66.445
"ZINC001775971884"	-10.121	-66.440
"ZINC000065527971"	-10.121	-66.432
"ZINC000019732254"	-10.776	-66.419
"ZINC000071762575"	-11.437	-66.385
"ZINC000019347519"	-10.181	-66.377
"ZINC000002803028"	-10.592	-66.377
"ZINC000100137637"	-10.339	-66.372
"ZINC000061718743"	-10.657	-66.362
"ZINC000012316178"	-10.403	-66.360
"ZINC000001481038"	-10.570	-66.351
"ZINC000022235151"	-10.154	-66.351
"ZINC000008608655"	-10.039	-66.351
"ZINC001244458672"	-10.431	-66.345
"ZINC000820569507"	-11.496	-66.338
"ZINC000110676620"	-10.891	-66.336
"ZINC000003007656"	-10.570	-66.335
"ZINC000000366592"	-10.490	-66.331
"ZINC000013945641"	-10.316	-66.321
"ZINC000009382901"	-10.396	-66.307
"ZINC000004974171"	-10.354	-66.280
"ZINC000009113410"	-10.550	-66.273
"ZINC000015731464"	-10.285	-66.258
"ZINC000009410953"	-10.200	-66.247
"ZINC000219601358"	-10.239	-66.241
"ZINC000019881344"	-11.017	-66.237
"ZINC000952869732"	-10.049	-66.234
"ZINC000008870886"	-10.935	-66.231
"ZINC000100775738"	-10.065	-66.230
"ZINC000020412700"	-10.298	-66.222
"ZINC000102715175"	-10.452	-66.218
"ZINC000013721663"	-10.248	-66.218
"ZINC000409177577"	-10.607	-66.191
"ZINC000000780132"	-10.367	-66.190
"ZINC000019341779"	-10.643	-66.179
"ZINC000096120182"	-10.494	-66.171
"ZINC000020200082"	-10.693	-66.170
"ZINC000408567618"	-10.748	-66.161
"ZINC000103674102"	-10.150	-66.161
"ZINC000067871817"	-10.077	-66.148
"ZINC000065489564"	-10.725	-66.144
"ZINC000036366904"	-10.835	-66.133
"ZINC000006269365"	-10.446	-66.128
"ZINC000012134741"	-10.764	-66.127
"ZINC000902819615"	-10.122	-66.108
"ZINC000019719318"	-11.128	-66.095
"ZINC000014690026"	-10.467	-66.093
"ZINC000426479891"	-10.215	-66.093
"ZINC000102488794"	-10.215	-66.082
"ZINC000065403306"	-10.120	-66.081
"ZINC000091846464"	-10.152	-66.076
"ZINC000065409005"	-10.833	-66.074
"ZINC000013730632"	-10.385	-66.073
"ZINC001772707077"	-10.340	-66.049
"ZINC000257270917"	-10.390	-66.033
"ZINC000009423553"	-10.196	-66.031
"ZINC000003180137"	-10.916	-66.024
"ZINC000072223683"	-10.383	-66.015
"ZINC000575613248"	-10.595	-66.010
"ZINC000008581565"	-10.171	-66.007
"ZINC000257216107"	-11.292	-65.979
"ZINC000013012418"	-10.289	-65.971
"ZINC000007509924"	-10.164	-65.959
"ZINC000205949754"	-10.038	-65.917
"ZINC000004142727"	-10.031	-65.913
"ZINC000048353773"	-10.455	-65.912
"ZINC000006660119"	-10.903	-65.902
"ZINC000020746075"	-10.209	-65.896
"ZINC000024778127"	-10.505	-65.890
"ZINC000008612592"	-10.807	-65.887
"ZINC000030754854"	-10.099	-65.884
"ZINC000100216242"	-10.505	-65.876
"ZINC000008955124"	-10.012	-65.875
"ZINC000009729715"	-10.106	-65.857
"ZINC000009844452"	-10.135	-65.855
"ZINC000055361026"	-10.397	-65.836
"ZINC000009355668"	-10.499	-65.823
"ZINC000101091726"	-10.391	-65.817
"ZINC000067935141"	-10.131	-65.805
"ZINC000023156834"	-11.612	-65.804
"ZINC000036365412"	-10.238	-65.796
"ZINC000039238284"	-10.084	-65.774
"ZINC000253406829"	-10.281	-65.772
"ZINC000005313750"	-10.069	-65.772
"ZINC000030870831"	-10.042	-65.765
"ZINC001529112481"	-10.001	-65.760
"ZINC000019564250"	-10.114	-65.740
"ZINC000057486398"	-10.049	-65.734
"ZINC000002503233"	-10.544	-65.729
"ZINC000000969353"	-10.012	-65.727
"ZINC000092027935"	-10.113	-65.726
"ZINC000036247122"	-10.131	-65.717
"ZINC000065417589"	-10.377	-65.715
"ZINC000040485555"	-10.102	-65.692
"ZINC000037556617"	-10.875	-65.682
"ZINC000252489112"	-10.044	-65.675
"ZINC000032741332"	-10.292	-65.653
"ZINC000057473202"	-10.035	-65.651
"ZINC000013719408"	-10.176	-65.643
"ZINC000043170515"	-10.019	-65.616
"ZINC000408693512"	-10.019	-65.602
"ZINC000031772979"	-10.258	-65.600
"ZINC000005017637"	-10.117	-65.599
"ZINC000408620247"	-10.301	-65.575
"ZINC000225549341"	-10.863	-65.574
"ZINC000095512930"	-10.447	-65.568
"ZINC000095526966"	-10.519	-65.553
"ZINC000001298599"	-10.603	-65.532
"ZINC000022888464"	-10.063	-65.518
"ZINC000005685264"	-10.021	-65.514
"ZINC000585272070"	-10.034	-65.512
"ZINC000006402873"	-10.205	-65.508
"ZINC000009668841"	-10.079	-65.508
"ZINC000049405191"	-10.291	-65.497
"ZINC000952972381"	-10.887	-65.485
"ZINC000225860556"	-10.548	-65.481
