"Title"	"Pharmacophore-Fit Score"	"docking score"
"ZINC000012242595"	65.980	-12.383
"ZINC000408532857"	65.770	-12.191
"ZINC000223499124"	66.110	-12.134
"ZINC000003007754"	65.880	-12.034
"ZINC000016849560"	65.170	-12.031
"ZINC000016849555"	65.370	-12.013
"ZINC000306126559"	66.410	-11.776
"ZINC000223491803"	66.000	-11.767
"ZINC000002716537"	65.470	-11.759
"ZINC000306134726"	67.550	-11.735
"ZINC000019823869"	65.350	-11.719
"ZINC000016839000"	66.540	-11.718
"ZINC000009664925"	66.100	-11.677
"ZINC000306139895"	66.400	-11.672
"ZINC000023157795"	66.590	-11.629
"ZINC000102859753"	65.360	-11.629
"ZINC000100138711"	66.150	-11.614
"ZINC000009119642"	66.170	-11.612
"ZINC000015961746"	65.430	-11.609
"ZINC000009664922"	66.100	-11.574
"ZINC000408675116"	65.260	-11.568
"ZINC000020330402"	66.180	-11.559
"ZINC000008723612"	65.550	-11.552
"ZINC000008965845"	65.740	-11.516
"ZINC000408796380"	65.530	-11.516
"ZINC000012973601"	65.970	-11.497
"ZINC000096037958"	66.150	-11.485
"ZINC000015004159"	66.220	-11.482
"ZINC000012446206"	65.280	-11.471
"ZINC000024202273"	65.210	-11.466
"ZINC000225042231"	65.550	-11.464
"ZINC000101287523"	65.850	-11.459
"ZINC000067216512"	64.600	-11.456
"ZINC000016839072"	67.030	-11.438
"ZINC000016226212"	65.750	-11.438
"ZINC000002878895"	65.110	-11.404
"ZINC000096193433"	66.490	-11.402
"ZINC000022854571"	66.240	-11.366
"ZINC000222673991"	65.820	-11.360
"ZINC000014672513"	66.110	-11.345
"ZINC000022626905"	66.050	-11.338
"ZINC000009410933"	65.940	-11.336
"ZINC000022854573"	65.770	-11.333
"ZINC000048267907"	65.780	-11.332
"ZINC000096318697"	66.400	-11.331
"ZINC000036364963"	65.200	-11.330
"ZINC000004549677"	65.590	-11.325
"ZINC000009272784"	65.940	-11.321
"ZINC000009410953"	65.940	-11.313
"ZINC000070461311"	65.440	-11.310
"ZINC000019907733"	65.230	-11.309
"ZINC000023157790"	65.640	-11.297
"ZINC000009498685"	65.720	-11.295
"ZINC000096193512"	65.800	-11.295
"ZINC000016839013"	66.580	-11.290
"ZINC000023157406"	75.620	-11.284
"ZINC000023157429"	75.850	-11.273
"ZINC000016839019"	66.880	-11.267
"ZINC000012149796"	66.240	-11.265
"ZINC000009309185"	66.330	-11.265
"ZINC000022609612"	65.920	-11.263
"ZINC000020539770"	65.480	-11.262
"ZINC000023157666"	66.780	-11.258
"ZINC000102727011"	64.970	-11.257
"ZINC000013644481"	65.550	-11.253
"ZINC000205949754"	66.290	-11.239
"ZINC000408641720"	66.000	-11.235
"ZINC000022627169"	65.910	-11.234
"ZINC000022627229"	65.710	-11.234
"ZINC000016839002"	66.560	-11.227
"ZINC000009382957"	65.550	-11.225
"ZINC000023157858"	66.200	-11.225
"ZINC000102509946"	76.150	-11.221
"ZINC000022854549"	75.770	-11.212
"ZINC000023157417"	75.990	-11.211
"ZINC000006919763"	65.380	-11.210
"ZINC000096154798"	65.720	-11.209
"ZINC000002639672"	66.070	-11.205
"ZINC000408568537"	75.820	-11.204
"ZINC000299771919"	66.060	-11.203
"ZINC000041085788"	65.500	-11.196
"ZINC000023157772"	75.960	-11.195
"ZINC000023157273"	65.740	-11.195
"ZINC000056936092"	66.770	-11.193
"ZINC000002655354"	65.190	-11.193
"ZINC000035844057"	65.560	-11.192
"ZINC000022627206"	65.930	-11.188
"ZINC000002639673"	64.330	-11.184
"ZINC000409103980"	66.490	-11.184
"ZINC000038784202"	65.590	-11.176
"ZINC000253471506"	66.960	-11.176
"ZINC000257244479"	67.070	-11.175
"ZINC000039442962"	65.600	-11.170
"ZINC000245242250"	66.470	-11.170
"ZINC000408639377"	65.830	-11.170
"ZINC000001111613"	65.230	-11.162
"ZINC000041085879"	65.720	-11.157
"ZINC000022609544"	65.670	-11.153
"ZINC000252552559"	64.860	-11.152
"ZINC000224160928"	65.290	-11.148
"ZINC000096155176"	66.730	-11.145
"ZINC000001413168"	65.960	-11.143
"ZINC000057347814"	66.040	-11.141
"ZINC000095474343"	67.340	-11.139
"ZINC000023157423"	76.120	-11.132
"ZINC000022626868"	65.610	-11.130
"ZINC000009967545"	65.290	-11.129
"ZINC000014704908"	65.250	-11.128
"ZINC000018223041"	66.150	-11.123
"ZINC000001324811"	66.040	-11.122
"ZINC000009110420"	65.240	-11.122
"ZINC000012771526"	66.720	-11.120
"ZINC000058157692"	75.840	-11.120
"ZINC000002659468"	65.560	-11.119
"ZINC000226861691"	65.850	-11.110
"ZINC000009516547"	65.770	-11.107
"ZINC000096154908"	66.400	-11.106
"ZINC000033175329"	65.860	-11.102
"ZINC000033106802"	65.420	-11.099
"ZINC000005732776"	65.670	-11.092
"ZINC000021356481"	65.750	-11.084
"ZINC000012942879"	65.950	-11.084
"ZINC000257276705"	66.340	-11.081
"ZINC000041085876"	65.720	-11.081
"ZINC000008892634"	65.390	-11.080
"ZINC000101459046"	65.680	-11.079
"ZINC000022854944"	66.170	-11.075
"ZINC000012336991"	65.600	-11.071
"ZINC000008047565"	65.420	-11.069
"ZINC000008670655"	66.520	-11.060
"ZINC000012377053"	64.950	-11.058
"ZINC000102600190"	75.720	-11.057
"ZINC000096266784"	66.590	-11.057
"ZINC000022627165"	75.890	-11.056
"ZINC000020215994"	66.180	-11.047
"ZINC000009264052"	66.890	-11.047
"ZINC000009471617"	65.710	-11.046
"ZINC000015837044"	66.180	-11.043
"ZINC000169779849"	64.050	-11.042
"ZINC000001352181"	66.280	-11.034
"ZINC000025783468"	97.260	-11.032
"ZINC000017194605"	65.560	-11.031
"ZINC000408640781"	65.870	-11.027
"ZINC000033279101"	65.720	-11.025
"ZINC000223531320"	74.150	-11.023
"ZINC000102878307"	66.580	-11.023
"ZINC000068569673"	85.860	-11.020
"ZINC000253470936"	65.910	-11.017
"ZINC000022609548"	66.310	-11.010
"ZINC000016839125"	65.920	-11.010
"ZINC000036000863"	76.020	-11.001
"ZINC000102493101"	65.390	-11.001
"ZINC000033643881"	65.430	-11.000
"ZINC000022627202"	65.780	-10.999
"ZINC000095475960"	75.910	-10.998
"ZINC000004453276"	85.920	-10.995
"ZINC000206058698"	65.910	-10.994
"ZINC000067920977"	64.620	-10.993
"ZINC000095475057"	65.510	-10.990
"ZINC000065427071"	65.880	-10.989
"ZINC000022609469"	65.360	-10.988
"ZINC000035291553"	65.840	-10.988
"ZINC000023157897"	65.840	-10.979
"ZINC000003478158"	66.470	-10.979
"ZINC000009681778"	66.680	-10.976
"ZINC000001324810"	66.100	-10.974
"ZINC000036359669"	65.360	-10.971
"ZINC000016285126"	65.770	-10.971
"ZINC000006719731"	65.950	-10.969
"ZINC000012553184"	75.110	-10.968
"ZINC000051357449"	65.210	-10.967
"ZINC000225549232"	65.290	-10.966
"ZINC000001324851"	66.220	-10.965
"ZINC000408981108"	64.580	-10.964
"ZINC000224375976"	65.620	-10.961
"ZINC000306124663"	65.920	-10.961
"ZINC000408550967"	66.290	-10.957
"ZINC000022854743"	65.910	-10.953
"ZINC001776111693"	65.980	-10.953
"ZINC000067217915"	67.000	-10.952
"ZINC000012781402"	66.850	-10.950
"ZINC000021935855"	64.710	-10.949
"ZINC000023157855"	65.690	-10.948
"ZINC000056936846"	66.800	-10.948
"ZINC000036724673"	66.070	-10.945
"ZINC000001324963"	66.370	-10.944
"ZINC000040398848"	65.450	-10.943
"ZINC000022534051"	65.310	-10.941
"ZINC000004849222"	65.040	-10.940
"ZINC000101062653"	65.690	-10.938
"ZINC000032964447"	65.890	-10.937
"ZINC000952984922"	65.880	-10.935
"ZINC000019907748"	75.660	-10.935
"ZINC000041076244"	65.560	-10.933
"ZINC000023156782"	66.120	-10.930
"ZINC000016838987"	66.680	-10.928
"ZINC001775973435"	65.800	-10.927
"ZINC000041076258"	65.920	-10.927
"ZINC000035327540"	76.800	-10.926
"ZINC000040253871"	65.280	-10.925
"ZINC000020025066"	65.600	-10.925
"ZINC000001328425"	66.390	-10.924
"ZINC000008625809"	66.070	-10.923
"ZINC000009333805"	66.040	-10.922
"ZINC000067879797"	65.230	-10.919
"ZINC000022609574"	66.390	-10.918
"ZINC000009007884"	65.320	-10.918
"ZINC000205981156"	66.770	-10.917
"ZINC000103798109"	65.720	-10.917
"ZINC000012364732"	65.830	-10.916
"ZINC000014889182"	66.210	-10.915
"ZINC000072371936"	67.410	-10.915
"ZINC000096809894"	66.380	-10.915
"ZINC000257334542"	65.340	-10.913
"ZINC000036004093"	65.680	-10.912
"ZINC000013083307"	66.980	-10.911
"ZINC000098211492"	66.070	-10.911
"ZINC000009287109"	66.480	-10.910
"ZINC000091906982"	66.370	-10.910
"ZINC000019714355"	66.120	-10.908
"ZINC000025145983"	65.020	-10.908
"ZINC000010441329"	65.520	-10.907
"ZINC001776111184"	65.990	-10.906
"ZINC000022627094"	65.290	-10.906
"ZINC000009574138"	66.660	-10.904
"ZINC000067218261"	65.980	-10.903
"ZINC000020414208"	65.500	-10.903
"ZINC000001376956"	66.390	-10.902
"ZINC000015910831"	65.370	-10.902
"ZINC000426534048"	65.720	-10.901
"ZINC000036775357"	65.130	-10.901
"ZINC000033399709"	65.380	-10.901
"ZINC000019743888"	66.050	-10.897
"ZINC000035911285"	65.780	-10.897
"ZINC000012089684"	65.310	-10.896
"ZINC000067920233"	65.870	-10.895
"ZINC000022627190"	75.480	-10.891
"ZINC000035509627"	66.920	-10.891
"ZINC000023323343"	66.590	-10.888
"ZINC000409078157"	65.950	-10.888
"ZINC000218325844"	66.340	-10.887
"ZINC000079188772"	65.240	-10.887
"ZINC000012553181"	66.110	-10.886
"ZINC000077298538"	65.100	-10.883
"ZINC001704309325"	66.030	-10.881
"ZINC000225547837"	64.430	-10.881
"ZINC000012927977"	65.310	-10.881
"ZINC000012554151"	65.460	-10.880
"ZINC000019743732"	66.120	-10.879
"ZINC000001334677"	65.780	-10.877
"ZINC000008431537"	65.420	-10.877
"ZINC000023157403"	65.840	-10.877
"ZINC000004540538"	65.730	-10.874
"ZINC000000613297"	66.300	-10.874
"ZINC000022428027"	65.820	-10.873
"ZINC000039447995"	65.400	-10.869
"ZINC000012152442"	65.500	-10.862
"ZINC000024878456"	65.900	-10.862
"ZINC000169754335"	75.960	-10.862
"ZINC000005518920"	65.890	-10.861
"ZINC000823388030"	64.890	-10.861
"ZINC000585289415"	66.290	-10.860
"ZINC000019751443"	66.270	-10.859
"ZINC000096193502"	65.830	-10.857
"ZINC000016849697"	65.920	-10.856
"ZINC000008726184"	66.180	-10.854
"ZINC000000656191"	65.780	-10.853
"ZINC000008784711"	66.300	-10.853
"ZINC000020450468"	65.600	-10.852
"ZINC000022784257"	65.880	-10.851
"ZINC000032893376"	66.070	-10.850
"ZINC000169754407"	76.060	-10.850
"ZINC000005163641"	65.340	-10.850
"ZINC000008900806"	65.240	-10.843
"ZINC000016839156"	76.480	-10.843
"ZINC000019237570"	65.690	-10.842
"ZINC000014246154"	65.580	-10.840
"ZINC000000636176"	66.230	-10.838
"ZINC000004217274"	66.340	-10.836
"ZINC000011691609"	65.430	-10.835
"ZINC000008657325"	66.030	-10.833
"ZINC000000645836"	65.680	-10.832
"ZINC000009233789"	65.430	-10.832
"ZINC000009152502"	66.280	-10.831
"ZINC000009263344"	65.420	-10.827
"ZINC000020011518"	66.150	-10.825
"ZINC000102926196"	65.670	-10.824
"ZINC000953001276"	65.790	-10.824
"ZINC000008707322"	65.670	-10.822
"ZINC000028515255"	65.680	-10.822
"ZINC000018173339"	65.320	-10.822
"ZINC000013150688"	67.000	-10.821
"ZINC000041077465"	65.690	-10.819
"ZINC000095480597"	65.550	-10.818
"ZINC000000914563"	65.440	-10.818
"ZINC000016839152"	66.370	-10.816
"ZINC000020152176"	75.660	-10.814
"ZINC000012338114"	65.730	-10.814
"ZINC000023157300"	65.800	-10.814
"ZINC000170625263"	65.600	-10.812
"ZINC000257329437"	65.230	-10.809
"ZINC000022627038"	76.000	-10.809
"ZINC000001332576"	66.190	-10.808
"ZINC000067209277"	66.490	-10.807
"ZINC000001324903"	76.310	-10.804
"ZINC000020848431"	76.060	-10.803
"ZINC000015677145"	75.550	-10.801
"ZINC000022854824"	66.130	-10.801
"ZINC000016157866"	66.300	-10.801
"ZINC000222733775"	65.910	-10.800
"ZINC000001324973"	66.370	-10.800
"ZINC000022626901"	66.170	-10.800
"ZINC000020211196"	65.860	-10.799
"ZINC000009632611"	65.760	-10.798
"ZINC000072230084"	65.720	-10.797
"ZINC000006811961"	76.220	-10.795
"ZINC000244718967"	66.690	-10.794
"ZINC000022854565"	66.090	-10.793
"ZINC000299757616"	65.700	-10.792
"ZINC000009307216"	65.950	-10.791
"ZINC000020110880"	65.290	-10.791
"ZINC000022627474"	76.160	-10.789
"ZINC000019745105"	64.430	-10.789
"ZINC000016125469"	65.580	-10.787
"ZINC000024746958"	65.840	-10.786
"ZINC000077291818"	65.880	-10.785
"ZINC000031841659"	66.390	-10.785
"ZINC001704349992"	65.110	-10.784
"ZINC000012462075"	64.770	-10.784
"ZINC000023147182"	65.760	-10.782
"ZINC000023156806"	66.320	-10.782
"ZINC000003010222"	65.510	-10.782
"ZINC000022875356"	76.220	-10.781
"ZINC000257334036"	64.230	-10.780
"ZINC000223491955"	75.300	-10.780
"ZINC000016838849"	66.250	-10.780
"ZINC000059352726"	65.750	-10.778
"ZINC000035171418"	65.340	-10.777
"ZINC000100906536"	66.090	-10.777
"ZINC000023982563"	65.830	-10.777
"ZINC000409217175"	65.280	-10.776
"ZINC000096038418"	65.430	-10.776
"ZINC000003040338"	65.820	-10.775
"ZINC000015421175"	66.870	-10.775
"ZINC000072371937"	66.680	-10.770
"ZINC000102588010"	64.990	-10.770
"ZINC000102531298"	65.600	-10.769
"ZINC000216942343"	66.280	-10.768
"ZINC000408987081"	75.570	-10.767
"ZINC000952973793"	66.530	-10.767
"ZINC000100138015"	65.870	-10.767
"ZINC000516421377"	65.880	-10.765
"ZINC000008705968"	65.600	-10.763
"ZINC000008637026"	65.920	-10.762
"ZINC000023157133"	65.830	-10.762
"ZINC000033281425"	65.540	-10.761
"ZINC000009124685"	65.930	-10.760
"ZINC000020601495"	65.340	-10.760
"ZINC000009477638"	65.760	-10.758
"ZINC000005401403"	75.910	-10.757
"ZINC000067886179"	66.210	-10.757
"ZINC000012105900"	65.680	-10.755
"ZINC000008977290"	65.510	-10.754
"ZINC000014134624"	66.140	-10.754
"ZINC000263588098"	76.030	-10.754
"ZINC000263588662"	76.480	-10.751
"ZINC000013494496"	66.200	-10.748
"ZINC000019880778"	76.870	-10.746
"ZINC000004124468"	67.080	-10.745
"ZINC000095354829"	65.680	-10.745
"ZINC000011617046"	65.140	-10.744
"ZINC000041076361"	65.990	-10.743
"ZINC000021171815"	66.740	-10.742
"ZINC000019575580"	65.570	-10.742
"ZINC000067218475"	66.480	-10.738
"ZINC000409124024"	66.370	-10.738
"ZINC000009274895"	65.820	-10.737
"ZINC000097505434"	65.460	-10.737
"ZINC000035380125"	66.600	-10.736
"ZINC000009294141"	65.430	-10.735
"ZINC000067218481"	66.410	-10.735
"ZINC000408571789"	75.740	-10.734
"ZINC000009650304"	65.410	-10.733
"ZINC000016651295"	66.270	-10.733
"ZINC000257298184"	65.810	-10.731
"ZINC000019972759"	66.680	-10.728
"ZINC000009467346"	65.230	-10.727
"ZINC000409291081"	65.850	-10.727
"ZINC000000613447"	65.000	-10.726
"ZINC000008836789"	65.810	-10.725
"ZINC000012094400"	66.230	-10.724
"ZINC000008613624"	65.460	-10.724
"ZINC000409214653"	65.920	-10.723
"ZINC000012824991"	65.170	-10.723
"ZINC000097681851"	64.400	-10.722
"ZINC000096154903"	66.390	-10.720
"ZINC000054220060"	66.120	-10.719
"ZINC000096194427"	65.930	-10.717
"ZINC000072401357"	66.330	-10.717
"ZINC000226768615"	76.290	-10.716
"ZINC000057487293"	65.690	-10.715
"ZINC001776111760"	65.920	-10.713
"ZINC000096154925"	66.650	-10.713
"ZINC000009152345"	65.370	-10.713
"ZINC000032964436"	66.190	-10.712
"ZINC000091445009"	65.390	-10.711
"ZINC000013843386"	66.080	-10.710
"ZINC000019743740"	66.500	-10.709
"ZINC000004738938"	65.990	-10.708
"ZINC000027745299"	65.820	-10.707
"ZINC000102369079"	65.330	-10.706
"ZINC000057222679"	66.070	-10.706
"ZINC000205953768"	66.990	-10.706
"ZINC000001061074"	65.100	-10.706
"ZINC000223148583"	65.430	-10.705
"ZINC000020742546"	65.860	-10.705
"ZINC000022854492"	66.120	-10.704
"ZINC001772804484"	66.200	-10.704
"ZINC000222639730"	65.680	-10.704
"ZINC000001328406"	65.840	-10.703
"ZINC000426546037"	65.790	-10.702
"ZINC000004585229"	75.510	-10.702
"ZINC000022429468"	65.930	-10.702
"ZINC000001076381"	65.660	-10.702
"ZINC000226768847"	76.280	-10.701
"ZINC000033740085"	65.620	-10.701
"ZINC000252679252"	65.540	-10.701
"ZINC000013364924"	65.560	-10.701
"ZINC000030964972"	64.750	-10.701
"ZINC000239235551"	66.600	-10.700
"ZINC000033115976"	66.360	-10.700
"ZINC000008977482"	65.540	-10.700
"ZINC000009316791"	65.940	-10.699
"ZINC000032980989"	66.030	-10.697
"ZINC000029875090"	65.690	-10.696
"ZINC000023108705"	66.000	-10.696
"ZINC000001410144"	65.620	-10.695
"ZINC000096193518"	75.370	-10.692
"ZINC000019869036"	65.030	-10.692
"ZINC000008923326"	66.510	-10.690
"ZINC000023865417"	65.930	-10.689
"ZINC000009455304"	66.800	-10.687
"ZINC000030738268"	65.280	-10.685
"ZINC000001424542"	65.750	-10.685
"ZINC000022627209"	75.750	-10.685
"ZINC000023157414"	65.940	-10.685
"ZINC000009592135"	66.670	-10.684
"ZINC000023141644"	65.610	-10.682
"ZINC000102926443"	66.030	-10.682
"ZINC000020599031"	66.420	-10.681
"ZINC000020592261"	65.580	-10.681
"ZINC000102478549"	65.800	-10.681
"ZINC000000796047"	64.870	-10.681
"ZINC000001324966"	66.370	-10.681
"ZINC000016791042"	66.090	-10.680
"ZINC000009086796"	66.170	-10.680
"ZINC000426662358"	65.620	-10.679
"ZINC000035334317"	75.470	-10.679
"ZINC000009320972"	66.020	-10.678
"ZINC000091663227"	66.490	-10.676
"ZINC000072371944"	65.780	-10.676
"ZINC000023126712"	65.530	-10.676
"ZINC000408697290"	66.000	-10.676
"ZINC000072335982"	64.860	-10.675
"ZINC000008829982"	66.580	-10.675
"ZINC000033023781"	66.040	-10.674
"ZINC000017101735"	66.330	-10.673
"ZINC000022854598"	65.870	-10.673
"ZINC000010157315"	65.490	-10.672
"ZINC000012637255"	66.020	-10.672
"ZINC000409411874"	64.980	-10.672
"ZINC000008977301"	65.560	-10.670
"ZINC000008992277"	66.390	-10.670
"ZINC000019747136"	65.450	-10.668
"ZINC000096156086"	65.990	-10.664
"ZINC000032964299"	65.670	-10.663
"ZINC000019744434"	65.770	-10.662
"ZINC000000892412"	65.220	-10.661
"ZINC000033175317"	65.790	-10.661
"ZINC000102368872"	65.740	-10.661
"ZINC000017295613"	75.460	-10.661
"ZINC000015936368"	65.490	-10.661
"ZINC000021727012"	66.330	-10.660
"ZINC000000955213"	65.630	-10.660
"ZINC000102698994"	65.200	-10.659
"ZINC000169754385"	65.750	-10.659
"ZINC000067245181"	65.480	-10.659
"ZINC000023157935"	66.400	-10.658
"ZINC000011055688"	65.870	-10.658
"ZINC000032964238"	66.320	-10.658
"ZINC000102489455"	85.590	-10.658
"ZINC000044884860"	64.980	-10.655
"ZINC000101294439"	65.880	-10.655
"ZINC000102369204"	66.000	-10.654
"ZINC000036018749"	65.340	-10.653
"ZINC000023641894"	75.800	-10.653
"ZINC000009445592"	65.590	-10.652
"ZINC000006281589"	65.230	-10.652
"ZINC000299766165"	66.420	-10.652
"ZINC000205980352"	76.180	-10.651
"ZINC000016849671"	64.980	-10.650
"ZINC000016839018"	66.590	-10.650
"ZINC000022854702"	66.600	-10.649
"ZINC000408565815"	75.820	-10.649
"ZINC000001376843"	65.620	-10.649
"ZINC000019744493"	65.890	-10.648
"ZINC000005316816"	66.480	-10.648
"ZINC000102498509"	66.230	-10.647
"ZINC000032984594"	65.700	-10.646
"ZINC000091586661"	65.150	-10.646
"ZINC000035682948"	65.690	-10.646
"ZINC000017098678"	66.220	-10.645
"ZINC000426478288"	65.380	-10.645
"ZINC000019743886"	65.960	-10.643
"ZINC000019743730"	66.770	-10.641
"ZINC000096266878"	66.620	-10.640
"ZINC000012279841"	65.640	-10.640
"ZINC000016838991"	66.700	-10.640
"ZINC000032739558"	64.610	-10.640
"ZINC000001172565"	65.580	-10.640
"ZINC000009669505"	65.550	-10.639
"ZINC000096118601"	75.490	-10.639
"ZINC000215422344"	65.880	-10.638
"ZINC000225541519"	75.470	-10.638
"ZINC000009892387"	66.330	-10.637
"ZINC000009373027"	66.110	-10.637
"ZINC000002867525"	65.960	-10.636
"ZINC000065406443"	66.080	-10.636
"ZINC000036340368"	65.440	-10.636
"ZINC000001325074"	66.550	-10.634
"ZINC000102175592"	65.060	-10.634
"ZINC000002964424"	65.880	-10.634
"ZINC000299790770"	66.120	-10.633
"ZINC000003366142"	65.590	-10.633
"ZINC000009382344"	75.400	-10.633
"ZINC000009569081"	65.760	-10.632
"ZINC000000035077"	65.580	-10.632
"ZINC000000708187"	65.630	-10.631
"ZINC000022997901"	65.530	-10.631
"ZINC000022627354"	75.600	-10.631
"ZINC000257329191"	65.990	-10.631
"ZINC000409018535"	65.690	-10.631
"ZINC000021867378"	66.810	-10.631
"ZINC001560408779"	65.120	-10.630
"ZINC000224598842"	65.700	-10.630
"ZINC000007342524"	65.600	-10.627
"ZINC000067239082"	65.390	-10.627
"ZINC000100137300"	66.230	-10.627
"ZINC000072325766"	66.900	-10.626
"ZINC000058647950"	65.710	-10.626
"ZINC000067218471"	66.450	-10.626
"ZINC000257305482"	66.450	-10.624
"ZINC000040399011"	65.470	-10.623
"ZINC000169754424"	66.070	-10.621
"ZINC000032981893"	65.010	-10.620
"ZINC000098211432"	66.070	-10.620
"ZINC000100068868"	66.770	-10.619
"ZINC000023157302"	66.460	-10.619
"ZINC000102750098"	65.350	-10.618
"ZINC000013494498"	65.930	-10.616
"ZINC000102533249"	75.740	-10.615
"ZINC000022784263"	66.240	-10.615
"ZINC000033279019"	65.960	-10.614
"ZINC000014690026"	66.100	-10.611
"ZINC000001810749"	66.030	-10.611
"ZINC000408852277"	75.540	-10.610
"ZINC000015823702"	65.650	-10.610
"ZINC000007171167"	75.990	-10.609
"ZINC000059104472"	66.180	-10.609
"ZINC000257316744"	65.490	-10.609
"ZINC000019972760"	76.260	-10.608
"ZINC000012377117"	66.360	-10.608
"ZINC000102885611"	65.600	-10.608
"ZINC000015219318"	65.980	-10.607
"ZINC000009680745"	66.340	-10.607
"ZINC001776111578"	66.710	-10.607
"ZINC000009610738"	65.800	-10.607
"ZINC000113940867"	65.780	-10.606
"ZINC000409203844"	65.460	-10.606
"ZINC000002688543"	66.540	-10.606
"ZINC000223228441"	65.580	-10.605
"ZINC000004825100"	65.960	-10.604
"ZINC000022855074"	66.390	-10.604
"ZINC000059474503"	65.680	-10.603
"ZINC000012861941"	76.010	-10.602
"ZINC000023157769"	66.190	-10.601
"ZINC000002625332"	65.540	-10.600
"ZINC000000703872"	66.040	-10.598
"ZINC000020011646"	65.070	-10.597
"ZINC000096154969"	65.840	-10.597
"ZINC000106763116"	66.210	-10.597
"ZINC000022627225"	65.560	-10.596
"ZINC000012776936"	66.550	-10.596
"ZINC000102929596"	66.250	-10.595
"ZINC000009516550"	65.330	-10.595
"ZINC000426628268"	65.380	-10.595
"ZINC000253591985"	65.680	-10.594
"ZINC000001088244"	64.990	-10.594
"ZINC000019738993"	66.700	-10.594
"ZINC000077100893"	65.880	-10.593
"ZINC000013150687"	66.290	-10.593
"ZINC000027019457"	65.440	-10.592
"ZINC000067788438"	65.850	-10.592
"ZINC000009513091"	65.750	-10.592
"ZINC000409340335"	65.790	-10.592
"ZINC000102883987"	66.020	-10.591
"ZINC000012154118"	65.730	-10.591
"ZINC000223340280"	75.570	-10.590
"ZINC000019743739"	65.750	-10.590
"ZINC000102932525"	75.980	-10.589
"ZINC000008438650"	65.650	-10.589
"ZINC000032622119"	65.580	-10.589
"ZINC000019759388"	66.390	-10.588
"ZINC000002257607"	65.580	-10.587
"ZINC000013775043"	65.470	-10.587
"ZINC000409329191"	66.280	-10.587
"ZINC000019884612"	65.510	-10.586
"ZINC000001353537"	66.030	-10.586
"ZINC000023158269"	66.020	-10.585
"ZINC000019799289"	65.770	-10.585
"ZINC000000990057"	65.660	-10.584
"ZINC000051319597"	66.220	-10.584
"ZINC000019879852"	65.630	-10.584
"ZINC000009241474"	65.350	-10.584
"ZINC000585169058"	66.050	-10.583
"ZINC000009170825"	66.150	-10.583
"ZINC000095502240"	65.590	-10.583
"ZINC000024746963"	65.730	-10.582
"ZINC000585149701"	65.680	-10.581
"ZINC000027753188"	66.460	-10.581
"ZINC000011838509"	66.340	-10.581
"ZINC000019401797"	65.480	-10.580
"ZINC000299757618"	65.880	-10.580
"ZINC000095520367"	65.250	-10.579
"ZINC000022627043"	65.640	-10.577
"ZINC000299765774"	65.550	-10.577
"ZINC000022627413"	65.650	-10.577
"ZINC000032964226"	75.610	-10.577
"ZINC000009409562"	65.690	-10.576
"ZINC000004164364"	65.550	-10.575
"ZINC000067218313"	66.420	-10.574
"ZINC000017295598"	75.500	-10.573
"ZINC000009519735"	66.870	-10.573
"ZINC000100139153"	65.940	-10.572
"ZINC000009070227"	65.180	-10.572
"ZINC000009462999"	65.620	-10.570
"ZINC000008817002"	75.590	-10.570
"ZINC000222576517"	66.090	-10.570
"ZINC000023157979"	65.650	-10.570
"ZINC000008704026"	66.550	-10.569
"ZINC000008938268"	64.570	-10.569
"ZINC001529103568"	65.460	-10.568
"ZINC000020981454"	66.340	-10.568
"ZINC000011981373"	65.920	-10.566
"ZINC000408997685"	65.590	-10.565
"ZINC000012891118"	75.210	-10.564
"ZINC000023157900"	66.390	-10.564
"ZINC000067216221"	76.600	-10.563
"ZINC000100156803"	65.950	-10.563
"ZINC000006281915"	65.990	-10.562
"ZINC000226768710"	66.320	-10.562
"ZINC000012244024"	66.390	-10.562
"ZINC000000923494"	65.710	-10.561
"ZINC000002442494"	64.790	-10.561
"ZINC000011902294"	66.360	-10.560
"ZINC000013112520"	66.760	-10.560
"ZINC000040396506"	65.970	-10.559
"ZINC000022626915"	66.070	-10.559
"ZINC000023157562"	65.360	-10.558
"ZINC000013986751"	66.320	-10.556
"ZINC000102932681"	65.030	-10.555
"ZINC000009907884"	66.150	-10.554
"ZINC000169754364"	65.550	-10.554
"ZINC000009872587"	66.100	-10.554
"ZINC000011693861"	65.550	-10.553
"ZINC000001058425"	65.100	-10.551
"ZINC000010110216"	65.340	-10.550
"ZINC000007545504"	65.620	-10.550
"ZINC000014239608"	76.840	-10.550
"ZINC000036051166"	65.520	-10.549
"ZINC000009339451"	66.200	-10.549
"ZINC001776111696"	65.890	-10.549
"ZINC000004677172"	66.380	-10.549
"ZINC000016839092"	66.800	-10.548
"ZINC000257236223"	66.030	-10.548
"ZINC000027916234"	66.200	-10.547
"ZINC000012857292"	66.520	-10.547
"ZINC000408545333"	65.390	-10.546
"ZINC000095480579"	66.450	-10.545
"ZINC000008992674"	66.400	-10.545
"ZINC000019135200"	66.370	-10.545
"ZINC000102522977"	65.650	-10.545
"ZINC000016392267"	66.750	-10.545
"ZINC000102495880"	65.470	-10.544
"ZINC000022428449"	64.890	-10.544
"ZINC000409001365"	65.690	-10.544
"ZINC000004221452"	66.680	-10.544
"ZINC000257253590"	66.900	-10.544
